Score,Player_Name,Position,Team,Opposing_TeamFB,B2B,Salary,ImpPts,PtVal,MinutesProj,ProjPlusMinus,OppPlusMinus,Floor,AvgPts,Ceiling,Month_PPG,Season_PPG,Usage,UsageProj,PaceD,PER,Trend,MyTrends,Month_Salary_Change,Season_Salary_Change,Total,Pts,OppPts,Spread,Vegas,Run_Change,Season_Plus_Minus,Plus_Minus,Days_Between_games,OfficialPlusMinus,Refs,InjuryStatus,OppPlusMinusPct,Site_Salary,CeilingPct,Consistency,Month_Count,Season_Count,Confirmed,FloorPct,Pro_Pct,PtPerDPct,ProjPlusMinusPct,Upside,FantasyResultId,SpreadPct,ProjPct,Season_PPG_Percentile,Salary_Movement,MyTrends|custom,ActualPoints,IsLocked,Month_X2,Month_X1,Month_X0,Season_X2,Season_X1,Season_X0,SourceId,PlayerId,EventTeamId,PositionId,EventId
82.34, Jahlil Okafor,C,PHI,@PHX,  ,6300,24.46,4.9,31.8,6.1,0.0,12.5,30.6,48.7,27.5,29.5,25.3,27.58,2.0,15.73,8,0,-300,700,205.0,96.5,108.5,12.0,39,0.5,5.0,97,3,-0.2,"Courtney Kirkland, Mitchell Ervin , Monty McCutchen",Questionable,46,74,91,20,13,29,,73,92,90,90,96,1066509,29,85,85,80,0,,False,30,46,23,51,27,20,3,12047,30048001,201,3004800
82.0, Gerald Henderson,SG,POR,CLE,  ,3600,12.68,5.7,26.1,7.7,1.0,7.1,20.4,33.7,13.2,20.1,20.5,24.73,-2.0,11.62,6,1,100,-1500,196.0,94.0,102.0,8.0,24,-2.3,1.9,75,3,-0.4,"Rodney Mott, Ron Garretson, Scott Twardoski",,78,65,63,47,14,74,,58,78,98,94,78,1066582,30,56,62,32,1,,False,35,42,21,36,36,27,3,12235,30048202,201,3004820
81.86, Paul George,SF,IND,@MIN,  ,9100,36.68,4.6,35.7,5.2,0.2,28.1,41.9,55.7,37.9,36.0,30.2,30.91,-1.4,22.07,7,1,-800,600,206.0,105.3,100.8,-4.5,84,-0.5,1.4,67,3,-0.3,"Brent Barnaky, Tom Washington, Tyler Ford",,53,74,96,43,14,34,,97,86,83,86,64,1066430,76,97,95,94,1,,False,28,35,35,32,35,32,3,12282,30047701,201,3004770
81.67, Luis Scola,PF,TOR,@MIL,  ,4500,16.61,4.8,24.8,5.1,1.8,7.7,21.7,35.7,18.0,19.0,19.0,22.23,0.0,14.76,4,1,-200,300,193.0,98.0,95.0,-3.0,48,0.0,3.0,87,4,-0.2,"Derek Richardson, James Williams, Sean Wright",,92,91,68,62,14,80,,60,54,88,85,69,1066288,62,61,58,75,1,,False,35,28,35,33,40,26,3,12621,30047201,201,3004720
81.54, Blake Griffin,PF,LAC,@UTA,2A,9000,36.24,4.9,36.4,7.9,-1.4,24.9,44.1,63.3,39.4,42.1,28.6,32.17,-4.6,23.84,8,0,-200,-900,193.5,98.0,95.5,-2.5,48,-0.3,2.4,80,1,0.0,"Dan Crawford, Gediminas Petraitis, Scott Wall",,10,65,99,62,15,80,,96,92,90,95,75,1066542,62,98,98,75,0,,False,33,53,13,35,40,25,3,12226,30048101,201,3004810
81.49, John Henson,PF,MIL,TOR,  ,3700,13.12,5.7,20.8,7.9,0.0,5.4,21.0,36.6,17.9,18.7,17.8,18.45,0.0,19.25,6,0,200,-900,193.0,95.0,98.0,3.0,30,-0.5,2.4,80,3,-0.2,"Derek Richardson, James Williams, Sean Wright",,46,91,70,62,14,82,,40,78,98,95,72,1066294,38,59,56,26,0,,False,57,42,0,34,40,25,3,12382,30047202,201,3004720
81.35, Chandler Parsons,SF,DAL,CHI,  ,4200,15.3,5.1,29.5,6.3,0.7,10.1,21.6,32.9,17.6,22.1,18.4,20.73,1.2,11.12,3,1,-500,-2800,201.0,101.8,99.3,-2.5,70,-0.5,-0.4,42,3,0.2,"Derrick Collins, James Capers, Leon Wood",,69,97,61,37,11,59,,67,39,93,91,35,1066475,46,61,69,87,1,,False,27,27,45,23,33,42,3,12350,30047802,201,3004780
81.29, Eric Bledsoe,SG,PHX,PHI,  ,8200,32.75,4.5,35.3,4.4,0.9,24.1,37.1,50.1,36.7,35.3,27.1,25.63,-2.0,21.22,6,0,-300,900,205.0,108.5,96.5,-12.0,92,0.5,1.6,69,3,-0.2,"Courtney Kirkland, Mitchell Ervin , Monty McCutchen",,75,79,93,47,16,80,,95,78,79,81,78,1066527,71,95,94,80,0,,False,43,37,18,36,36,27,3,12290,30048002,201,3004800
81.14, Jeff Teague,PG,ATL,NY,  ,6100,23.59,4.5,29.1,3.9,2.1,15.5,27.5,39.5,25.1,30.4,25.9,25.31,-1.9,18.0,9,0,-1000,-1100,202.5,104.8,97.8,-7.0,83,0.8,2.2,79,3,0.1,"Brian Forte, Eric Lewis, Lauren Holtkamp",,95,84,77,54,14,90,,82,96,79,77,69,1066409,42,78,86,96,0,,False,28,35,35,33,38,27,3,12242,30047602,201,3004760
81.14, Tyreke Evans,PG,NO,HOU,2H,7300,28.83,4.6,35.4,4.5,0.3,21.2,33.3,45.4,33.0,33.5,24.2,23.64,1.1,18.72,8,1,,-100,210.5,104.8,105.8,1.0,83,-2.0,2.5,81,1,-0.1,"Bill Spooner, J.T. Orr, Mark Ayotte",,56,94,87,39,12,67,,92,92,83,81,86,1067187,25,90,91,50,1,,False,50,16,33,40,34,25,3,12229,30047502,201,3004750
81.02, George Hill,PG,IND,@MIN,  ,5400,20.54,4.7,35.2,4.6,1.1,14.1,25.1,36.1,21.6,27.6,16.1,17.18,-1.4,12.71,7,0,-900,-1100,206.0,105.3,100.8,-4.5,84,-0.5,3.7,93,3,-0.3,"Brent Barnaky, Tom Washington, Tyler Ford",,81,74,69,80,14,65,,80,86,86,82,75,1066427,76,72,82,96,0,,False,21,50,28,35,46,18,3,12209,30047701,201,3004770
80.68, Ramon Sessions,PG,WAS,@BKN,  ,4000,14.43,5.5,25.7,7.4,0.3,8.3,21.8,35.3,16.9,14.8,19.7,22.67,-2.5,16.58,2,0,-200,-200,205.5,104.3,101.3,-3.0,81,-0.2,0.5,52,3,0.0,"Eli Roe, Kane Fitzgerald, Zach Zarba",,56,84,67,75,15,76,,62,22,97,94,58,1066251,75,62,41,75,0,,False,33,53,13,30,44,25,3,12180,30047101,201,3004710
79.78, Bismack Biyombo,C,TOR,@MIL,  ,4900,18.35,5.0,31.5,6.3,0.1,5.7,24.6,43.5,23.4,17.8,10.7,11.32,0.0,12.8,5,1,1100,700,193.0,98.0,95.0,-3.0,48,0.0,2.8,85,4,-0.2,"Derek Richardson, James Williams, Sean Wright",,50,91,84,17,14,71,,41,67,92,91,90,1066282,62,71,52,4,1,,False,64,28,7,42,25,32,3,12325,30047201,201,3004720
79.69, Michael Carter-Williams,PG,MIL,TOR,  ,6500,25.34,4.6,35.6,4.8,0.7,16.9,30.1,43.3,28.1,28.5,23.4,23.99,0.0,14.6,7,0,300,-300,193.0,95.0,98.0,3.0,30,-0.5,-0.3,43,3,-0.2,"Derek Richardson, James Williams, Sean Wright",,69,84,84,12,15,75,,85,86,83,83,83,1066298,38,84,84,21,0,,False,60,20,20,38,22,38,3,12466,30047202,201,3004720
79.25, Rodney Hood,SG,UTA,LAC,  ,4600,17.05,4.9,32.7,5.4,0.9,11.8,22.4,33.0,18.7,18.9,19.4,20.42,4.6,12.58,3,0,-200,400,193.5,95.5,98.0,2.5,33,-1.8,3.4,90,3,0.0,"Dan Crawford, Gediminas Petraitis, Scott Wall",,75,74,61,72,13,57,,72,39,90,87,90,1066560,38,64,57,75,0,,False,46,30,23,42,43,14,3,12534,30048102,201,3004810
79.09, Jarrett Jack,PG,BKN,WAS,  ,6500,25.34,4.6,35.1,4.4,1.3,14.2,29.7,45.2,28.5,25.5,22.7,22.4,2.5,15.14,6,0,300,300,205.5,101.3,104.3,3.0,67,-0.7,2.0,75,3,0.0,"Eli Roe, Kane Fitzgerald, Zach Zarba",,86,65,87,54,14,84,,80,78,83,81,64,1066261,25,83,78,21,0,,False,28,42,28,32,38,29,3,12022,30047102,201,3004710
77.83, Allen Crabbe,SG,POR,CLE,  ,4200,15.3,4.8,31.8,4.8,1.0,7.8,20.1,32.4,17.5,11.5,16.9,16.7,-2.0,12.17,7,0,700,200,196.0,94.0,102.0,8.0,24,-2.3,-1.2,34,3,-0.4,"Rodney Mott, Ron Garretson, Scott Twardoski",,78,91,59,20,15,55,,60,86,88,83,78,1066588,30,55,27,9,0,,False,73,13,13,36,27,36,3,12445,30048202,201,3004820
77.73, Matthew Dellavedova,PG,CLE,@POR,2A,4500,16.61,4.6,30.5,4.0,2.4,8.8,20.6,32.4,20.3,14.4,16.2,15.69,2.0,13.73,6,0,100,600,196.0,102.0,94.0,-8.0,71,-0.3,1.3,64,1,-0.4,"Rodney Mott, Ron Garretson, Scott Twardoski",,96,89,59,43,12,90,,63,78,83,78,88,1066570,70,57,39,32,0,,False,33,58,8,41,35,23,3,12494,30048201,201,3004820
77.7, Dennis Schroder,PG,ATL,NY,  ,4700,17.48,4.6,20.4,3.9,2.1,7.7,21.4,35.1,20.7,19.2,25.8,29.95,-1.9,16.41,5,0,-100,100,202.5,104.8,97.8,-7.0,83,0.8,1.0,61,3,0.1,"Brian Forte, Eric Lewis, Lauren Holtkamp",,95,89,66,43,14,95,,60,67,83,77,44,1066414,42,60,59,69,0,,False,42,35,21,26,35,37,3,12453,30047602,201,3004760
77.67, Jeff Green,SF,MEM,@CHR,  ,4300,15.74,5.1,33.4,6.0,-0.7,8.1,21.7,35.3,19.7,20.2,17.6,19.39,1.8,11.8,3,0,-500,-300,193.5,95.5,98.0,2.5,33,-0.3,2.0,76,3,-0.2,"David Guthrie, Haywoode Workman, Michael Smith",,25,99,67,89,15,93,,61,39,93,89,41,1066307,52,61,63,87,0,,False,20,73,6,25,50,23,3,12160,30047301,201,3004730
77.01, Jabari Parker,PF,MIL,TOR,  ,4800,17.92,4.8,29.5,5.1,0.0,10.5,23.0,35.5,21.6,19.3,18.5,20.23,0.0,15.38,5,0,-500,-1400,193.0,95.0,98.0,3.0,30,-0.5,-0.5,40,3,-0.2,"Derek Richardson, James Williams, Sean Wright",,46,84,67,93,15,24,,68,67,88,85,21,1066302,38,66,59,87,0,,False,26,60,13,16,54,29,3,12560,30047202,201,3004720
76.73, Nicolas Batum,SF,CHR,MEM,  ,6900,27.08,4.6,34.7,4.8,-1.4,20.6,31.9,43.2,31.0,27.6,22.5,21.54,-1.8,17.14,8,0,-100,400,193.5,98.0,95.5,-2.5,48,-1.3,2.8,85,3,-0.2,"David Guthrie, Haywoode Workman, Michael Smith",,10,89,84,54,12,78,,91,92,83,83,81,1066323,48,87,82,69,0,,False,41,41,16,37,38,24,3,12208,30047302,201,3004730
76.15, Al Horford,C,ATL,NY,  ,6600,25.77,4.5,29.7,3.7,0.9,16.7,29.5,42.3,28.2,32.4,20.7,21.73,-1.9,19.35,8,0,-600,-600,202.5,104.8,97.8,-7.0,83,0.8,2.5,81,3,0.1,"Brian Forte, Eric Lewis, Lauren Holtkamp",,75,51,82,65,14,93,,85,92,79,76,69,1066407,42,83,90,90,0,,False,28,35,35,33,41,24,3,12158,30047602,201,3004760
75.9, Andre Drummond,C,DET,BOS,,9400,37.99,4.3,34.6,2.8,1.3,16.2,40.8,65.4,42.1,39.1,23.5,21.71,3.2,23.82,8,1,-200,400,204.0,102.5,101.5,-1.0,74,0.0,3.1,88,,-0.1,"Curtis Blair, Eric Dalen, John Goble",,86,61,99,57,15,82,,84,92,71,69,81,1074167,47,97,96,75,1,,False,46,26,26,37,39,23,3,12376,30050402,201,3005040
75.84, Mike Conley,PG,MEM,@CHR,  ,6400,24.9,4.5,33.3,4.1,0.4,17.2,29.0,40.8,27.8,27.0,22.8,22.89,1.8,18.56,7,0,-600,0,193.5,95.5,98.0,2.5,33,-0.3,1.3,66,3,-0.2,"David Guthrie, Haywoode Workman, Michael Smith",,59,61,79,82,15,80,,85,86,79,79,61,1066306,52,82,81,90,0,,False,20,66,13,31,47,21,3,12159,30047301,201,3004730
75.84, Eric Gordon,SG,NO,HOU,2H,5000,18.79,4.5,34.3,3.5,1.3,10.2,22.3,34.4,18.6,23.7,20.0,18.85,1.1,13.86,7,2,-1100,-200,210.5,104.8,105.8,1.0,83,-2.0,2.6,82,1,-0.1,"Bill Spooner, J.T. Orr, Mark Ayotte",,86,74,64,72,14,82,,67,86,79,74,72,1067183,25,63,74,97,2,,False,7,57,35,34,43,21,3,12191,30047502,201,3004750
75.32, Marcus Morris,SF,DET,BOS,,5600,21.41,4.5,36.8,4.0,0.7,14.7,25.4,36.1,24.0,22.5,17.9,18.19,3.2,13.16,4,0,-300,-100,204.0,102.5,101.5,-1.0,74,0.0,3.7,92,,-0.1,"Curtis Blair, Eric Dalen, John Goble",,69,74,69,62,15,80,,81,54,79,78,86,1074165,47,73,70,80,0,,False,33,33,33,40,40,20,3,12332,30050402,201,3005040
74.87, Ricky Rubio,PG,MIN,IND,  ,7200,28.39,4.5,32.4,4.0,0.7,17.8,32.4,47.0,30.1,30.7,20.2,19.41,1.4,18.18,5,0,,-200,206.0,100.8,105.3,4.5,65,-1.0,2.2,77,3,-0.3,"Brent Barnaky, Tom Washington, Tyler Ford",,69,51,89,20,12,40,,88,67,79,78,81,1066439,24,88,87,50,0,,False,25,41,33,37,27,35,3,12230,30047702,201,3004770
74.82, Patrick Beverley,PG,HOU,@NO,2A,4200,15.3,4.7,27.4,4.4,0.6,9.3,19.7,30.1,20.1,18.9,15.9,15.49,-1.1,9.96,4,0,700,200,210.5,105.8,104.8,-1.0,86,0.5,1.5,69,1,-0.1,"Bill Spooner, J.T. Orr, Mark Ayotte",,65,94,52,72,16,64,,65,54,86,81,61,1067175,75,54,57,9,0,,False,56,31,12,31,43,25,3,12257,30047501,201,3004750
74.53, Kelly Olynyk,C,BOS,@DET,,4100,14.86,4.5,22.1,3.7,2.5,5.7,18.6,31.5,21.0,17.4,20.8,19.05,-3.2,16.93,5,0,500,100,204.0,101.5,102.5,1.0,69,0.0,1.4,66,,-0.1,"Curtis Blair, Eric Dalen, John Goble",,97,98,57,47,14,69,,41,67,79,76,58,1074155,53,49,51,14,0,,False,50,21,28,30,36,33,3,12462,30050401,201,3005040
74.38, Nikola Vucevic,C,ORL,MIA,  ,7700,30.57,4.6,34.7,5.1,-0.5,15.1,35.7,56.3,33.7,35.2,23.6,23.74,-2.4,22.66,6,0,400,-200,192.5,98.5,94.0,-4.5,51,1.0,2.3,80,3,-0.1,"Ben Taylor, Kevin Scott, Pat Fraher",,30,51,96,29,14,73,,81,78,83,85,88,1066352,49,93,94,17,0,,False,42,35,21,41,31,27,3,12334,30047402,201,3004740
74.36, Mason Plumlee,C,POR,CLE,  ,5300,20.1,4.7,26.7,4.6,-0.4,8.3,24.7,41.1,22.0,20.3,17.3,19.78,-2.0,16.61,5,0,-900,300,196.0,94.0,102.0,8.0,24,-2.3,0.0,46,3,-0.4,"Rodney Mott, Ron Garretson, Scott Twardoski",,33,74,80,57,15,89,,62,67,86,82,41,1066590,30,71,63,96,0,,False,26,33,40,25,39,34,3,12465,30048202,201,3004820
74.29, James Johnson,SF,TOR,@MIL,  ,3900,13.99,5.0,24.8,5.3,0.9,6.9,19.3,31.7,12.9,14.3,15.6,17.85,0.0,15.96,1,0,400,400,193.0,98.0,95.0,-3.0,48,0.0,0.2,49,4,-0.2,"Derek Richardson, James Williams, Sean Wright",Questionable,75,74,57,31,12,68,,57,6,92,86,58,1066278,62,52,39,17,0,,False,25,66,8,30,32,36,3,12239,30047201,201,3004720
74.09, Bobby Portis,PF,CHI,@DAL,2A,3800,13.55,4.8,20.4,4.7,2.2,4.2,18.2,32.2,15.5,13.6,,22.63,-1.2,,4,0,300,0,201.0,99.3,101.8,2.5,56,1.5,0.6,53,1,0.2,"Derrick Collins, James Capers, Leon Wood",,95,56,59,95,5,7,,35,54,88,83,51,1066450,54,47,36,21,0,,False,40,40,20,28,57,14,3,12075,30047801,201,3004780
74.01, Chris Paul,PG,LAC,@UTA,2A,9000,36.24,4.5,34.4,4.7,-0.6,26.4,40.9,55.4,37.7,40.6,26.1,24.83,-4.6,23.71,6,0,100,-800,193.5,98.0,95.5,-2.5,48,-0.3,0.6,55,1,0.0,"Dan Crawford, Gediminas Petraitis, Scott Wall",,27,56,96,39,13,88,,97,78,79,83,78,1066537,62,97,97,32,0,,False,46,30,23,36,34,29,3,12012,30048101,201,3004810
73.87, James Harden,SG,HOU,@NO,2A,10600,43.22,4.4,36.5,3.4,0.2,31.5,46.6,61.7,45.9,45.5,32.4,33.37,-1.1,25.22,6,1,200,-200,210.5,105.8,104.8,-1.0,86,0.5,1.6,69,1,-0.1,"Bill Spooner, J.T. Orr, Mark Ayotte",,53,61,98,54,16,98,,99,78,75,74,64,1067173,75,99,99,26,1,,False,31,50,18,32,38,28,3,12228,30047501,201,3004750
73.62, Al-Farouq Aminu,SF,POR,CLE,  ,5100,19.23,4.4,27.7,3.4,1.0,9.9,22.6,35.3,20.1,19.9,17.2,20.25,-2.0,12.27,6,0,-700,-100,196.0,94.0,102.0,8.0,24,-2.3,2.4,81,3,-0.4,"Rodney Mott, Ron Garretson, Scott Twardoski",,78,74,67,31,15,82,,67,78,75,74,86,1066583,30,64,62,92,0,,False,20,46,33,40,32,26,3,12280,30048202,201,3004820
73.61, Chris Bosh,PF,MIA,@ORL,2A,7200,28.39,4.3,33.6,2.7,1.3,16.2,31.1,46.0,32.0,32.0,22.4,27.18,2.4,21.55,9,0,-800,-800,192.5,94.0,98.5,4.5,24,0.0,0.2,49,1,-0.1,"Ben Taylor, Kevin Scott, Pat Fraher",,86,56,88,47,14,49,,84,96,71,68,58,1066343,51,86,89,94,0,,False,42,35,21,30,36,32,3,12626,30047401,201,3004740
73.58, Kevin Love,PF,CLE,@POR,2A,7800,31.01,4.5,34.1,3.7,-0.9,20.6,34.7,48.8,31.5,32.4,22.9,23.26,2.0,20.8,6,1,-500,600,196.0,102.0,94.0,-8.0,71,-0.3,-0.1,46,1,-0.4,"Rodney Mott, Ron Garretson, Scott Twardoski",,20,79,91,62,12,75,,91,78,79,76,44,1066564,70,92,90,87,1,,False,33,33,33,26,40,33,3,12189,30048201,201,3004820
73.21, Derrick Favors,PF,UTA,LAC,  ,7700,30.57,4.3,33.5,2.4,1.8,19.1,33.0,46.9,32.6,32.6,21.9,22.3,4.6,23.83,8,0,,400,193.5,95.5,98.0,2.5,33,-1.8,2.0,75,3,0.0,"Dan Crawford, Gediminas Petraitis, Scott Wall",Questionable,92,56,89,51,12,74,,90,92,71,65,69,1066551,38,89,90,50,0,,False,25,50,25,33,37,28,3,12275,30048102,201,3004810
73.05, Jae Crowder,SF,BOS,@DET,,5800,22.28,4.7,31.7,4.8,-1.0,15.0,27.1,39.2,27.3,21.8,16.8,20.13,-3.2,15.45,4,0,900,1200,204.0,101.5,102.5,1.0,69,0.0,4.5,96,,-0.1,"Curtis Blair, Eric Dalen, John Goble",,18,79,77,31,14,87,,81,54,86,83,94,1074154,53,77,68,6,0,,False,42,57,0,48,32,19,3,12400,30050401,201,3005040
72.69, Carmelo Anthony,SF,NY,@ATL,  ,8500,34.06,4.3,35.2,2.4,0.8,21.4,36.5,51.6,33.9,36.8,29.1,31.01,1.9,20.4,9,1,-600,-900,202.5,97.8,104.8,7.0,46,0.3,-0.1,46,3,0.1,"Brian Forte, Eric Lewis, Lauren Holtkamp",Active,72,56,94,65,12,41,,93,96,71,65,61,1066403,58,94,95,90,1,,False,41,33,25,31,41,26,3,12625,30047601,201,3004760
72.67, Jameer Nelson,PG,DEN,@SAN,  ,4600,17.05,4.5,29.8,3.6,0.3,9.0,20.6,32.2,19.9,17.3,18.2,22.13,-2.3,9.63,7,0,500,-200,194.5,90.3,104.3,14.0,8,-0.7,1.5,67,3,0.0,"Karl Lane, Marc Davis, Mark Lindsay",Questionable,56,99,59,39,13,63,,64,86,79,75,69,1066494,24,57,50,14,0,,False,61,30,7,33,34,31,3,12664,30047901,201,3004790
72.64, Cody Zeller,PF,CHR,MEM,  ,4200,15.3,5.0,26.4,5.7,-1.1,4.7,21.0,37.3,19.1,19.3,15.0,15.52,-1.8,14.92,2,1,300,300,193.5,98.0,95.5,-2.5,48,-1.3,2.7,84,3,-0.2,"David Guthrie, Haywoode Workman, Michael Smith",,16,91,72,47,13,58,,37,22,92,88,84,1066329,48,59,59,21,1,,False,46,46,7,39,36,24,3,12452,30047302,201,3004730
72.36, Danny Green,SG,SAN,DEN,2H,3500,12.25,4.5,24.6,3.5,1.4,5.0,15.7,26.4,13.5,19.8,15.0,15.13,2.3,8.42,6,0,-800,-700,194.5,104.3,90.3,-14.0,81,-0.7,0.9,60,1,0.0,"Karl Lane, Marc Davis, Mark Lindsay",,87,91,41,72,16,89,,38,78,79,74,37,1066498,76,37,61,94,0,,False,25,56,18,24,43,31,3,12261,30047902,201,3004790
72.25, Jeremy Lin,PG,CHR,MEM,  ,5200,19.66,4.6,26.9,4.4,-0.2,10.9,24.1,37.3,23.1,22.2,21.6,26.27,-1.8,16.08,3,0,500,400,193.5,98.0,95.5,-2.5,48,-1.3,3.8,93,3,-0.2,"David Guthrie, Haywoode Workman, Michael Smith",,40,79,72,54,13,72,,69,39,83,81,83,1066325,48,69,69,14,0,,False,46,38,15,38,38,22,3,12312,30047302,201,3004730
