Score,Player_Name,Position,Team,Opposing_TeamFB,B2B,Salary,ImpPts,PtVal,MinutesProj,ProjPlusMinus,OppPlusMinus,Floor,AvgPts,Ceiling,Month_PPG,Season_PPG,Usage,UsageProj,PaceD,PER,Trend,MyTrends,Month_Salary_Change,Season_Salary_Change,Total,Pts,OppPts,Spread,Vegas,Run_Change,Season_Plus_Minus,Plus_Minus,Days_Between_games,OfficialPlusMinus,Refs,InjuryStatus,OppPlusMinusPct,Site_Salary,CeilingPct,Consistency,Month_Count,Season_Count,Confirmed,FloorPct,Pro_Pct,PtPerDPct,FloorPtPerDPct,ProjPlusMinusPct,Upside,FantasyResultId,SpreadPct,ProjPct,Season_PPG_Percentile,Salary_Movement,MyTrends|custom,ActualPoints,IsLocked,Month_X2,Month_X1,Month_X0,Season_X2,Season_X1,Season_X0,SourceId,PlayerId,EventTeamId,PositionId,EventId
49.41, Ish Smith,PG,PHI,CLE,2H,26,31.54,973.1,28.1,-6.2,2.1,12.2,25.3,38.4,,,22.1,24.29,-4.6,17.27,0,0,,7,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,69,55,68,,,0,,72,0,47,26,40,,1246966,20,78,,50,0,,False,,,,,,,11,12313,30197102,201,3019710
49.28, Giannis Antetokounmpo,SF,MIL,@NY,  ,28,33.96,1035.7,37.3,-5.0,-0.1,16.5,29.0,41.5,,,20.2,19.2,-0.1,16.0,0,0,-2,3,197.5,96.0,101.5,5.5,36,-3.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,45,18,74,,,0,,85,0,55,28,46,,1247045,46,83,,95,0,,False,,,,,,,11,12485,30197401,201,3019740
48.37, Jerian Grant,PG,NY,MIL,  ,10,12.21,940.0,12.3,-2.8,0.5,1.0,9.4,17.8,,,19.3,19.34,0.1,8.55,0,0,0,0,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,51,89,10,,,0,,19,0,44,0,62,,1247051,54,34,,89,0,,False,,,,,,,11,12074,30197402,201,3019740
48.28, Matt Barnes,SF,MEM,BOS,  ,22,26.71,1027.3,32.7,-4.1,0.5,11.8,22.6,33.4,,,15.9,16.96,4.9,12.47,0,0,8,4,191.5,94.3,97.3,3.0,25,-1.2,,50,2,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,51,36,52,,,0,,70,0,54,27,52,,1247004,42,71,,0,0,,False,,,,,,,11,12619,30197202,201,3019720
47.95, Damian Lillard,PG,POR,OKC,  ,44,53.29,981.8,37.8,-10.1,5.3,28.4,43.2,58.0,,,31.4,32.34,1.6,21.18,0,0,-2,8,215.0,103.8,111.3,7.5,79,0.5,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,89,0,97,,,0,,97,0,48,29,28,,1247114,25,98,,95,0,,False,,,,,,,11,12374,30197602,201,3019760
47.03, Trevor Booker,PF,UTA,@LAL,2A,14,17.05,907.1,18.3,-4.4,2.2,1.9,12.7,23.5,,,13.1,12.64,5.3,12.11,0,0,2,-4,192.0,97.3,94.8,-2.5,43,-0.5,,50,1,0.1,"Brett Nansel, John Goble, Kevin Scott",,70,97,22,,,0,,25,0,41,0,51,,1247126,73,42,,5,0,,False,,,,,,,11,12294,30197701,201,3019770
46.19, Kemba Walker,PG,CHR,@DEN,2A,39,47.25,974.4,36.4,-9.3,6.0,23.8,38.0,52.2,,,24.6,29.11,-1.1,19.85,0,0,6,12,198.5,98.0,100.5,2.5,48,-2.0,,50,1,0.0,"Ben Taylor, Eric Dalen, James Capers",,92,3,93,,,0,,95,0,47,29,29,,1247071,58,96,,0,0,,False,,,,,,,11,12327,30197501,201,3019750
45.7, Andrew Wiggins,SG,MIN,DAL,  ,29,35.17,1034.5,35.4,-5.2,-3.7,13.1,30.0,46.9,,,26.4,28.9,0.1,15.66,0,0,-2,0,199.0,97.3,101.8,4.5,43,-0.5,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,14,11,85,,,0,,76,0,55,26,45,,1246913,21,85,,95,0,,False,,,,,,,11,12559,30196902,201,3019690
45.55, JaMychal Green,C,MEM,BOS,  ,10,12.21,860.0,11.3,-3.6,1.2,0.5,8.6,16.9,,,17.3,17.23,4.9,12.77,0,0,0,0,191.5,94.3,97.3,3.0,25,-1.2,,50,2,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,58,89,7,,,0,,14,0,38,0,57,,1247000,42,32,,89,0,,False,,,,,,,11,12436,30197202,201,3019720
45.47, Eric Gordon,SG,NO,@LAC,  ,23,27.92,939.1,34.4,-6.3,7.6,9.5,21.6,33.7,,,19.3,21.2,-0.4,13.37,0,0,-2,0,204.0,97.3,106.8,9.5,43,-1.0,,50,2,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,95,11,53,,,0,,64,0,44,26,39,,1246918,36,68,,95,0,,False,,,,,,,11,12191,30197001,201,3019700
45.37, Ed Davis,PF,POR,OKC,  ,14,17.05,1028.6,18.6,-2.7,-5.3,0.5,14.4,27.7,,,12.7,10.78,1.6,18.26,0,0,-2,-8,215.0,103.8,111.3,7.5,79,0.5,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",Questionable,6,55,32,,,0,,14,0,54,0,63,,1247113,25,46,,95,0,,False,,,,,,,11,12285,30197602,201,3019760
45.23, Vince Carter,SG,MEM,BOS,  ,10,12.21,930.0,12.0,-2.9,-1.8,0.1,9.3,18.5,,,14.9,21.05,4.9,6.48,0,0,0,-2,191.5,94.3,97.3,3.0,25,-1.2,,50,2,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,30,88,10,,,0,,11,0,43,0,61,,1246993,42,34,,89,0,,False,,,,,,,11,12119,30197202,201,3019720
45.15, Richard Jefferson,SF,CLE,@PHI,  ,10,12.21,760.0,13.3,-4.6,7.5,0.0,7.6,15.2,,,13.3,12.93,4.6,8.71,0,0,0,0,206.0,111.3,95.3,-16.0,96,1.8,,50,2,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,95,88,5,,,0,,11,0,33,0,49,,1246955,80,29,,89,0,,False,,,,,,,11,12598,30197101,201,3019710
45.07, Randy Foye,PG,DEN,CHR,  ,10,12.21,830.0,14.3,-3.9,1.3,0.7,8.3,15.9,,,17.6,15.34,1.1,7.46,0,0,0,-7,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",,59,95,6,,,0,,16,0,37,0,54,,1247080,42,30,,89,0,,False,,,,,,,11,12136,30197502,201,3019750
44.98, Trevor Ariza,SF,HOU,IND,  ,23,27.92,991.3,32.5,-5.1,-0.7,11.6,22.8,34.0,,,15.3,16.88,-0.3,10.82,0,0,0,-2,207.0,104.3,102.8,-1.5,81,1.0,,50,3,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,41,24,54,,,0,,69,0,49,27,46,,1247034,53,71,,89,0,,False,,,,,,,11,12671,30197302,201,3019730
44.74, Jahlil Okafor,C,PHI,CLE,2H,26,31.54,984.6,27.9,-5.9,-0.9,9.3,25.6,41.9,,,25.2,26.14,-4.6,16.73,0,0,-4,6,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,39,22,75,,,0,,63,0,48,25,41,,1246962,20,78,,99,0,,False,,,,,,,11,12047,30197102,201,3019710
44.24, Ricky Rubio,PG,MIN,DAL,  ,33,40.0,945.5,32.8,-8.8,6.7,17.0,31.2,45.4,,,20.0,18.91,0.1,18.19,0,0,4,5,199.0,97.3,101.8,4.5,43,-0.5,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,94,3,82,,,0,,86,0,44,27,30,,1246907,21,87,,0,0,,False,,,,,,,11,12230,30196902,201,3019690
43.61, Danilo Gallinari,SF,DEN,CHR,  ,32,38.79,1028.1,35.3,-5.9,-3.1,18.7,32.9,47.1,,,21.2,23.18,1.1,19.54,0,0,4,6,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",,17,10,86,,,0,,90,0,54,28,41,,1247082,42,91,,0,0,,False,,,,,,,11,12190,30197502,201,3019750
43.21, Kobe Bryant,SF,LAL,UTA,  ,29,35.17,944.8,30.9,-7.8,4.1,15.9,27.4,38.9,,,29.7,29.12,-5.3,13.64,0,0,2,-4,192.0,94.8,97.3,2.5,28,-1.5,,50,2,0.1,"Brett Nansel, John Goble, Kevin Scott",Active,84,6,70,,,0,,84,0,44,27,33,,1247150,27,81,,5,0,,False,,,,,,,11,12678,30197702,201,3019770
42.91, Jae Crowder,SF,BOS,@MEM,  ,28,33.96,989.3,34.8,-6.3,-1.0,16.1,27.7,39.3,,,17.1,17.78,-4.9,15.92,0,0,3,9,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,38,22,70,,,0,,84,0,48,28,39,,1246988,58,82,,1,0,,False,,,,,,,11,12400,30197201,201,3019720
42.77, Glenn Robinson,SF,IND,@HOU,  ,10,12.21,760.0,12.8,-4.6,3.3,0.0,7.6,15.2,,,15.2,14.49,0.3,13.12,0,0,,0,207.0,102.8,104.3,1.5,75,0.5,,50,2,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,79,88,5,,,0,,11,0,33,0,49,,1247019,47,29,,50,0,,False,,,,,,,11,12537,30197301,201,3019730
42.69, Rashad Vaughn,SG,MIL,@NY,  ,10,12.21,920.0,18.5,-3.0,-5.6,0.5,9.2,17.9,,,13.9,14.69,-0.1,2.81,0,0,0,0,197.5,96.0,101.5,5.5,36,-3.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,6,88,10,,,0,,14,0,42,0,61,,1247035,46,33,,89,0,,False,,,,,,,11,12077,30197401,201,3019740
42.6, Jerami Grant,SF,PHI,CLE,2H,16,19.46,975.0,22.2,-3.9,-4.3,4.7,15.6,26.5,,,16.0,17.84,-4.6,12.62,0,0,-2,2,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,10,55,28,,,0,,41,0,47,0,54,,1246973,20,50,,95,0,,False,,,,,,,11,12539,30197102,201,3019710
42.49, Monta Ellis,SG,IND,@HOU,  ,25,30.34,916.0,34.7,-7.4,0.6,8.0,22.9,37.8,,,21.1,20.91,0.3,13.55,0,0,0,-4,207.0,102.8,104.3,1.5,75,0.5,,50,2,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,52,32,66,,,0,,60,0,42,25,35,,1247008,47,72,,89,0,,False,,,,,,,11,12031,30197301,201,3019730
42.2, Karl-Anthony Towns,C,MIN,DAL,  ,32,38.79,934.4,32.1,-8.9,2.4,15.1,29.9,44.7,,,22.2,22.82,0.1,21.79,0,0,2,12,199.0,97.3,101.8,4.5,43,-0.5,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,74,9,80,,,0,,81,0,43,26,30,,1246904,21,85,,5,0,,False,,,,,,,11,12061,30196902,201,3019690
41.7, Marc Gasol,C,MEM,BOS,  ,33,40.0,957.6,36.2,-8.4,1.2,17.4,31.6,45.8,,,22.2,25.61,4.9,17.08,0,0,1,-3,191.5,94.3,97.3,3.0,25,-1.2,,50,2,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,58,5,82,,,0,,88,0,45,27,31,,1246997,42,88,,9,0,,False,,,,,,,11,12178,30197202,201,3019720
41.23, CJ McCollum,SG,POR,OKC,  ,38,46.04,865.8,36.5,-13.1,5.9,20.0,32.9,45.8,,,26.2,27.17,1.6,18.31,0,0,8,15,215.0,103.8,111.3,7.5,79,0.5,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,92,50,82,,,0,,91,0,39,27,7,,1247118,25,91,,0,0,,False,,,,,,,11,12451,30197602,201,3019760
41.19, Paul George,PF,IND,@HOU,  ,47,56.92,814.9,33.6,-18.6,4.1,24.9,38.3,51.7,,,29.7,31.31,0.3,21.03,0,0,-3,18,207.0,102.8,104.3,1.5,75,0.5,,50,2,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,84,50,92,,,0,,96,0,35,27,2,,1247016,47,96,,98,0,,False,,,,,,,11,12282,30197301,201,3019730
41.04, Nerlens Noel,PF,PHI,CLE,2H,28,33.96,864.3,27.7,-9.8,3.6,10.0,24.2,38.4,,,17.9,19.34,-4.6,14.36,0,0,2,-1,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,82,26,68,,,0,,65,0,38,25,29,,1246969,20,76,,5,0,,False,,,,,,,11,12443,30197102,201,3019710
40.73, Myles Turner,C,IND,@HOU,  ,10,12.21,860.0,10.5,-3.6,-4.8,0.2,8.6,17.0,,,,17.94,0.3,,0,0,0,-1,207.0,102.8,104.3,1.5,75,0.5,,50,2,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,8,91,8,,,0,,12,0,38,0,57,,1247009,47,32,,89,0,,False,,,,,,,11,12071,30197301,201,3019730
40.58, Kristaps Porzingis,PF,NY,MIL,  ,32,38.79,890.6,30.9,-10.3,1.5,14.2,28.5,42.8,,,22.4,23.42,0.1,18.13,0,0,-4,22,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,62,4,77,,,0,,78,0,40,26,28,,1247060,54,83,,99,0,,False,,,,,,,11,12577,30197402,201,3019740
40.48, Russell Westbrook,PG,OKC,@POR,  ,59,71.42,833.9,34.8,-22.2,4.2,33.5,49.2,64.9,,,34.8,33.54,-1.6,29.88,0,0,3,13,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,85,50,99,,,0,,100,0,37,27,1,,1247096,75,100,,1,0,,False,,,,,,,11,12188,30197601,201,3019760
40.18, Carmelo Anthony,SF,NY,MIL,  ,41,49.67,914.6,37.2,-12.2,0.9,24.4,37.5,50.6,,,28.4,27.71,0.1,20.85,0,0,2,4,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,57,0,90,,,0,,96,0,42,28,26,,1247062,54,96,,5,0,,False,,,,,,,11,12625,30197402,201,3019740
39.92, Kevin Love,PF,CLE,@PHI,  ,37,44.84,921.6,31.0,-10.7,-1.1,19.7,34.1,48.5,,,22.4,23.84,4.6,20.31,0,0,-4,7,206.0,111.3,95.3,-16.0,96,1.8,,50,2,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,38,0,88,,,0,,91,0,42,27,27,,1246947,80,93,,99,0,,False,,,,,,,11,12189,30197101,201,3019710
39.76, LeBron James,SF,CLE,@PHI,  ,52,62.96,761.5,30.7,-23.4,7.5,25.8,39.6,53.4,,,32.2,31.8,4.6,26.63,0,0,2,4,206.0,111.3,95.3,-16.0,96,1.8,,50,2,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,95,50,93,,,0,,96,0,33,26,1,,1246956,80,97,,5,0,,False,,,,,,,11,12624,30197101,201,3019710
39.67, Jordan Hill,PF,IND,@HOU,  ,16,19.46,837.5,15.3,-6.1,4.1,2.1,13.4,24.7,,,18.8,20.24,0.3,17.69,0,0,4,-3,207.0,102.8,104.3,1.5,75,0.5,,50,2,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,84,46,24,,,0,,27,0,37,0,41,,1247014,47,44,,0,0,,False,,,,,,,11,12232,30197301,201,3019730
39.46, Dirk Nowitzki,PF,DAL,@MIN,  ,29,35.17,962.1,30.3,-7.3,-3.9,13.4,27.9,42.6,,,22.4,25.08,-0.1,20.15,0,0,-2,2,199.0,101.8,97.3,-4.5,70,0.0,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,13,9,76,,,0,,77,0,46,26,35,,1246893,79,82,,95,0,,False,,,,,,,11,12120,30196901,201,3019690
39.46, Richaun Holmes,PF,PHI,CLE,2H,10,12.21,570.0,8.1,-6.5,3.6,-0.1,5.7,11.5,,,16.0,14.4,-4.6,18.52,0,0,0,0,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,82,91,3,,,0,,10,0,27,0,39,,1246963,20,27,,89,0,,False,,,,,,,11,12062,30197102,201,3019710
39.43, Evan Turner,SF,BOS,@MEM,  ,21,25.5,833.3,26.6,-8.0,-1.0,5.9,17.5,29.1,,,19.4,17.77,-4.9,12.39,0,0,2,-3,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,38,90,37,,,0,,46,0,37,0,32,,1246983,58,56,,5,0,,False,,,,,,,11,12274,30197201,201,3019720
39.33, Johnny O'Bryant,PF,MIL,@NY,  ,10,12.21,840.0,16.2,-3.8,-4.9,-0.7,8.4,17.5,,,12.9,14.76,-0.1,9.32,0,0,0,0,197.5,96.0,101.5,5.5,36,-3.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,8,89,10,,,0,,3,0,37,0,55,,1247047,46,30,,89,0,,False,,,,,,,11,12556,30197401,201,3019740
39.23, Julius Randle,PF,LAL,UTA,  ,23,27.92,969.6,25.6,-5.6,-6.8,8.4,22.3,36.2,,,21.2,22.55,-5.3,13.37,0,0,-2,5,192.0,94.8,97.3,2.5,28,-1.5,,50,2,0.1,"Brett Nansel, John Goble, Kevin Scott",,5,13,62,,,0,,61,0,47,25,43,,1247148,27,70,,95,0,,False,,,,,,,11,12553,30197702,201,3019770
39.21, Kendall Marshall,PG,PHI,CLE,2H,10,12.21,630.0,8.1,-5.9,2.1,0.4,6.3,12.2,,,,16.17,-4.6,,0,0,0,0,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,69,88,4,,,0,,13,0,29,0,41,,1246967,20,28,,89,0,,False,,,,,,,11,12381,30197102,201,3019710
37.93, Montrezl Harrell,PF,HOU,IND,  ,10,12.21,430.0,7.1,-7.9,6.1,-0.1,4.3,8.7,,,,13.71,-0.3,,0,0,0,0,207.0,104.3,102.8,-1.5,81,1.0,,50,3,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,92,88,1,,,0,,10,0,26,0,33,,1247021,53,25,,89,0,,False,,,,,,,11,12053,30197302,201,3019730
37.22, Avery Bradley,SG,BOS,@MEM,  ,26,31.54,873.1,31.5,-8.8,0.7,11.3,22.7,34.1,,,19.3,22.26,-4.9,13.95,0,0,0,6,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",Active,54,4,55,,,0,,69,0,39,26,30,,1246984,58,71,,89,0,,False,,,,,,,11,12291,30197201,201,3019720
37.16, Jonas Jerebko,PF,BOS,@MEM,  ,10,12.21,580.0,8.1,-6.4,1.0,0.0,5.8,11.6,,,12.9,11.77,-4.9,7.63,0,0,0,-2,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,58,89,3,,,0,,11,0,28,0,39,,1246982,58,27,,89,0,,False,,,,,,,11,12255,30197201,201,3019720
36.9, Kevin Durant,SF,OKC,@POR,  ,51,61.75,911.8,37.6,-15.3,-6.8,31.6,46.5,61.4,,,27.5,28.96,-1.6,28.65,0,0,0,11,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,5,50,99,,,0,,100,0,42,29,6,,1247095,75,99,,89,0,,False,,,,,,,11,12157,30197601,201,3019760
36.52, Tyler Ennis,PG,MIL,@NY,  ,10,12.21,460.0,6.8,-7.6,3.3,0.1,4.6,9.1,,,,18.43,-0.1,,0,0,,0,197.5,96.0,101.5,5.5,36,-3.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,79,88,1,,,0,,11,0,26,0,35,,1247046,46,26,,50,0,,False,,,,,,,11,12522,30197401,201,3019740
35.72, Zach LaVine,SG,MIN,DAL,  ,17,20.67,764.7,15.2,-7.7,-3.7,2.2,13.0,23.8,,,26.7,26.6,0.1,13.96,0,0,-2,-5,199.0,97.3,101.8,4.5,43,-0.5,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,14,89,23,,,0,,27,0,33,0,34,,1246911,21,43,,95,0,,False,,,,,,,11,12521,30196902,201,3019690
35.67, Isaiah Thomas,PG,BOS,@MEM,  ,38,46.04,865.8,32.7,-13.1,1.9,19.5,32.9,46.3,,,28.6,29.89,-4.9,20.91,0,0,0,11,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,67,0,84,,,0,,91,0,39,27,7,,1246985,58,91,,89,0,,False,,,,,,,11,12360,30197201,201,3019720
34.91, James Harden,SG,HOU,IND,  ,54,65.38,838.9,34.4,-20.1,-4.0,30.4,45.3,60.2,,,32.4,34.41,-0.3,24.67,0,0,0,10,207.0,104.3,102.8,-1.5,81,1.0,,50,3,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,11,50,98,,,0,,98,0,37,27,2,,1247025,53,99,,89,0,,False,,,,,,,11,12228,30197302,201,3019730
33.42, Robert Covington,PF,PHI,CLE,2H,19,23.09,642.1,13.3,-10.9,3.6,2.3,12.2,22.1,,,20.7,24.84,-4.6,11.78,0,0,-8,-3,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,82,32,18,,,0,,28,0,29,0,27,,1246971,20,40,,100,0,,False,,,,,,,11,12474,30197102,201,3019710
33.4, Tyler Zeller,PF,BOS,@MEM,  ,10,12.21,370.0,4.6,-8.5,1.0,-0.6,3.7,8.0,,,,17.1,-4.9,,0,0,0,-7,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,58,88,1,,,0,,4,0,25,0,31,,1246986,58,25,,89,0,,False,,,,,,,11,12385,30197201,201,3019720
33.34, Nick Collison,PF,OKC,@POR,  ,10,12.21,630.0,9.9,-5.9,-4.1,-0.1,6.3,12.5,,,10.5,10.16,-1.6,7.24,0,0,0,-2,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,11,88,5,,,0,,10,0,29,0,41,,1247107,75,28,,89,0,,False,,,,,,,11,12630,30197601,201,3019760
33.22, Emmanuel Mudiay,PG,DEN,CHR,  ,25,30.34,752.0,24.1,-11.5,1.3,6.2,18.8,31.4,,,27.6,22.75,1.1,6.74,0,0,0,6,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",Probable,59,11,45,,,0,,48,0,32,0,26,,1247079,42,60,,89,0,,False,,,,,,,11,12048,30197502,201,3019750
33.04, Dwight Powell,PF,DAL,@MIN,  ,11,13.42,636.4,8.8,-6.4,-3.9,,7.0,,,,17.2,18.17,-0.1,17.84,0,0,-3,1,199.0,101.8,97.3,-4.5,70,0.0,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,13,96,0,,,0,,0,0,29,0,39,,1246900,79,28,,98,0,,False,,,,,,,11,12550,30196901,201,3019690
32.95, Serge Ibaka,PF,OKC,@POR,  ,29,35.17,844.8,31.0,-10.7,-4.1,9.8,24.5,39.2,,,17.4,14.11,-1.6,15.62,0,0,0,1,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,11,6,70,,,0,,65,0,37,25,27,,1247098,75,76,,89,0,,False,,,,,,,11,12207,30197601,201,3019760
32.63, Alonzo Gee,SF,NO,@LAC,  ,10,12.21,440.0,8.7,-7.8,-1.2,-0.1,4.4,8.9,,,8.6,10.42,-0.4,7.11,0,0,0,0,204.0,97.3,106.8,9.5,43,-1.0,,50,2,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,38,89,1,,,0,,10,0,26,0,33,,1246926,36,25,,89,0,,False,,,,,,,11,12269,30197001,201,3019700
32.47, Nikola Pekovic,C,MIN,DAL,  ,18,21.88,766.7,15.9,-8.1,2.4,0.5,13.8,27.1,,,,22.29,0.1,,0,0,0,0,199.0,97.3,101.8,4.5,43,-0.5,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,74,4,30,,,0,,14,0,33,0,32,,1246906,21,44,,89,0,,False,,,,,,,11,12212,30196902,201,3019690
30.77, Joffrey Lauvergne,C,DEN,CHR,  ,10,12.21,460.0,5.7,-7.6,-6.1,-0.1,4.6,7.9,,,20.5,18.25,1.1,17.95,0,0,-2,0,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",,5,96,1,,,0,,10,0,26,0,35,,1247088,42,26,,95,0,,False,,,,,,,11,12497,30197502,201,3019750
29.97, James Jones,SG,CLE,@PHI,  ,10,12.21,460.0,7.6,-7.6,-5.0,-0.2,4.6,6.4,,,16.1,14.22,4.6,11.04,0,0,0,0,206.0,111.3,95.3,-16.0,96,1.8,,50,2,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,8,88,0,,,0,,8,0,26,0,35,,1246958,80,26,,89,0,,False,,,,,,,11,12645,30197101,201,3019710
29.19, Charlie Villanueva,PF,DAL,@MIN,  ,10,12.21,320.0,3.4,-9.0,-3.9,-0.2,3.2,6.6,,,23.2,24.27,-0.1,12.33,0,0,0,0,199.0,101.8,97.3,-4.5,70,0.0,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,13,93,0,,,0,,8,0,25,0,30,,1246889,79,24,,89,0,,False,,,,,,,11,12015,30196901,201,3019690
28.56, Kyle Singler,SG,OKC,@POR,  ,10,12.21,180.0,3.2,-10.4,4.8,-0.1,1.8,11.3,,,13.0,12.3,-1.6,2.25,0,0,0,0,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,87,88,2,,,0,,10,0,0,0,28,,1247101,75,0,,89,0,,False,,,,,,,11,12348,30197601,201,3019760
27.27, Will Barton,SF,DEN,CHR,  ,35,42.42,697.1,26.1,-18.0,-3.1,12.5,24.4,36.3,,,22.9,23.29,1.1,18.88,0,0,10,21,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",,17,50,62,,,0,,74,0,30,25,3,,1247085,42,76,,0,0,,False,,,,,,,11,12406,30197502,201,3019750
22.25, Kyle O'Quinn,C,NY,MIL,  ,10,12.21,270.0,2.9,-9.5,-4.1,-0.2,2.7,5.6,,,20.0,17.74,0.1,17.63,0,0,0,-3,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,11,91,0,,,0,,8,0,0,0,29,,1247058,54,24,,89,0,,False,,,,,,,11,12413,30197402,201,3019740
21.65, Jared Cunningham,SG,CLE,@PHI,  ,10,12.21,260.0,4.8,-9.6,-5.0,-0.2,2.6,5.4,,,15.8,13.68,4.6,6.5,0,0,0,0,206.0,111.3,95.3,-16.0,96,1.8,,50,2,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,8,88,0,,,0,,8,0,0,0,29,,1246952,80,24,,89,0,,False,,,,,,,11,12391,30197101,201,3019710
