Score,Player_Name,Position,Team,Opposing_TeamFB,B2B,Salary,ImpPts,PtVal,MinutesProj,ProjPlusMinus,OppPlusMinus,Floor,AvgPts,Ceiling,Month_PPG,Season_PPG,Usage,UsageProj,PaceD,PER,Trend,MyTrends,Month_Salary_Change,Season_Salary_Change,Total,Pts,OppPts,Spread,Vegas,Run_Change,Season_Plus_Minus,Plus_Minus,Days_Between_games,OfficialPlusMinus,Refs,InjuryStatus,OppPlusMinusPct,Site_Salary,CeilingPct,Consistency,Month_Count,Season_Count,Confirmed,FloorPct,Pro_Pct,PtPerDPct,ProjPlusMinusPct,Upside,FantasyResultId,SpreadPct,ProjPct,Season_PPG_Percentile,Salary_Movement,MyTrends|custom,ActualPoints,IsLocked,Month_X2,Month_X1,Month_X0,Season_X2,Season_X1,Season_X0,SourceId,PlayerId,EventTeamId,PositionId,EventId
41.85, Markieff Morris,PF,PHX,DEN,  ,4500,16.61,3.2,16.7,-2.2,2.3,3.4,14.4,25.4,14.5,25.3,24.9,25.35,-3.8,9.4,5,0,-1300,-1700,208.0,108.3,99.8,-8.5,92,0.3,1.0,60,2,-0.4,"Derek Richardson, Matt Boland, Scott Foster",,96,65,38,47,9,73,,30,67,26,25,47,1031361,55,32,78,98,0,,False,0,55,44,27,36,35,3,12331,30043402,201,3004340
41.52, Ed Davis,PF,POR,@NO,  ,4400,16.17,3.5,20.0,-0.7,-0.3,1.0,15.5,30.0,20.6,21.9,12.4,11.07,1.8,18.36,4,0,0,-800,203.0,97.8,105.3,7.5,46,1.3,2.3,79,2,0.0,"Derrick Collins, Haywoode Workman, Zach Zarba",,37,65,51,54,15,81,,17,54,35,37,72,1031315,49,36,69,63,0,,False,40,33,26,34,38,27,3,12285,30043301,201,3004330
41.26, Omer Asik,C,NO,POR,  ,3500,12.25,3.5,17.2,-0.1,0.4,0.1,12.2,24.3,9.3,17.5,8.6,9.1,-1.8,6.99,2,0,0,-1000,203.0,105.3,97.8,-7.5,84,0.3,0.4,52,3,0.0,"Derrick Collins, Haywoode Workman, Zach Zarba",,59,61,36,75,12,75,,11,22,35,42,53,1031328,51,24,51,63,0,,False,25,50,25,29,44,26,3,12216,30043302,201,3004330
40.22, Draymond Green,PF,GS,UTA,  ,9200,37.12,3.5,33.0,-4.5,-1.4,21.4,32.6,43.8,42.7,34.3,19.8,17.42,-8.4,19.19,7,0,1600,1400,208.5,111.5,97.5,-14.0,97,0.5,3.6,92,5,-0.2,"Kevin Cutler, Leroy Richardson, Ron Garretson",,10,61,85,37,12,93,,93,86,35,13,84,1031391,77,89,93,1,0,,False,66,25,8,39,33,26,3,12401,30043502,201,3004350
39.62, PJ Hairston,SF,CHR,BOS,  ,3500,12.25,3.4,19.7,-0.3,0.7,2.1,12.0,21.9,10.4,9.6,14.0,16.77,2.8,6.98,0,0,0,0,204.5,103.3,101.3,-2.0,77,1.0,-2.7,23,2,-0.1,"Courtney Kirkland, Eli Roe, Monty McCutchen",,69,65,28,69,13,49,,24,0,31,40,33,1031075,55,23,19,63,0,,False,23,53,23,22,42,34,3,12515,30042402,201,3004240
39.27, Tony Parker,PG,SAN,@MIN,  ,5500,20.97,3.3,25.8,-2.7,1.0,5.8,18.3,30.8,24.9,22.6,21.4,20.86,2.6,20.4,4,1,0,0,195.5,103.3,92.3,-11.0,77,-1.0,1.5,67,2,-0.2,"Derrick Stafford, Eric Dalen, James Williams",,78,47,54,47,14,83,,41,54,29,21,58,1031290,85,48,71,63,1,,False,42,35,21,30,36,33,3,12605,30043201,201,3004320
39.04, J.R. Smith,SG,CLE,NY,  ,4900,18.35,3.2,23.9,-2.6,1.0,4.9,15.8,26.7,20.5,22.1,17.1,18.03,1.3,9.84,2,1,-400,-800,195.5,103.5,92.0,-12.5,78,-0.8,1.5,69,3,0.2,"Jason Phillips, Kevin Scott, Tony Brown",,78,74,41,31,10,80,,37,22,26,22,75,1031103,63,38,69,84,1,,False,20,50,30,35,32,32,3,12662,30042502,201,3004250
38.78, Mario Chalmers,PG,MEM,@WAS,2A,4200,15.3,3.2,18.6,-2.0,1.4,2.5,13.3,24.1,17.5,18.1,18.3,19.21,4.1,17.22,4,0,-100,200,201.5,101.8,100.3,-1.5,70,1.3,0.8,58,1,0.0,"Marat Kogut, Scott Wall, Sean Wright",,87,56,35,75,16,78,,26,54,26,26,35,1031170,55,28,54,69,0,,False,25,50,25,23,44,32,3,12214,30042801,201,3004280
38.49, Robin Lopez,C,NY,@CLE,  ,3800,13.55,3.2,18.2,-1.3,-0.1,0.3,12.3,24.7,15.2,18.4,15.5,14.48,-1.3,13.13,5,0,-600,-700,195.5,92.0,103.5,12.5,15,-0.8,0.9,58,2,0.2,"Jason Phillips, Kevin Scott, Tony Brown",,43,79,37,82,14,67,,13,67,26,31,35,1031081,37,24,55,90,0,,False,35,35,28,23,47,28,3,12198,30042501,201,3004250
38.41, Tiago Splitter,C,ATL,DET,  ,3600,12.68,3.2,15.1,-1.2,2.5,-0.3,11.5,23.3,13.0,15.7,14.5,16.68,-0.7,14.07,3,0,,-400,201.5,103.8,97.8,-6.0,79,-0.5,0.8,58,2,-0.2,"Ben Taylor, Brent Barnaky, Sean Corbin",,97,47,34,65,7,73,,6,39,26,32,58,1031240,49,21,45,50,0,,False,28,71,0,30,41,28,3,12174,30043002,201,3004300
37.23, Shaun Livingston,PG,GS,UTA,  ,3500,12.25,3.3,18.4,-0.6,-0.6,0.5,11.7,23.3,13.5,13.4,12.4,15.03,-8.4,10.41,4,0,0,-500,208.5,111.5,97.5,-14.0,97,0.5,0.9,58,5,-0.2,"Kevin Cutler, Leroy Richardson, Ron Garretson",,27,65,34,95,12,90,,14,54,29,38,51,1031395,77,22,36,63,0,,False,16,83,0,28,58,12,3,12652,30043502,201,3004350
36.73, Mike Scott,SF,ATL,DET,  ,3600,12.68,3.5,17.7,0.0,-1.0,2.4,12.7,23.0,12.2,12.9,19.3,18.02,-0.7,16.4,2,0,100,100,201.5,103.8,97.8,-6.0,79,-0.5,0.6,55,2,-0.2,"Ben Taylor, Brent Barnaky, Sean Corbin",,18,51,33,89,11,73,,25,22,35,43,72,1031243,49,26,33,32,0,,False,45,36,18,34,50,15,3,12409,30043002,201,3004300
36.69, Tristan Thompson,PF,CLE,NY,  ,4600,17.05,3.1,19.7,-2.9,-0.1,0.9,14.2,27.5,18.9,21.0,11.6,13.16,1.3,14.41,4,0,-1100,-600,195.5,103.5,92.0,-12.5,78,-0.8,1.3,66,3,0.2,"Jason Phillips, Kevin Scott, Tony Brown",,43,91,45,51,11,91,,17,54,24,20,53,1031094,63,31,65,97,0,,False,18,36,45,29,37,32,3,12322,30042502,201,3004250
36.34, Ian Mahinmi,C,IND,SAC,  ,5300,20.1,3.3,22.3,-2.9,1.0,3.0,17.2,31.4,23.0,16.9,14.1,14.52,2.3,16.89,2,0,600,500,215.0,110.8,104.3,-7.0,96,0.3,1.9,74,2,0.1,"Dedric Taylor, Ed Malloy, Josh Tiven",,78,47,55,57,14,66,,28,22,29,20,84,1031121,80,43,49,12,0,,False,35,35,28,39,39,21,3,12025,30042602,201,3004260
36.23, Jeremy Lamb,SG,CHR,BOS,  ,4400,16.17,3.1,16.5,-2.4,0.4,3.7,13.8,23.9,19.4,14.6,21.2,21.59,2.8,18.42,3,1,-200,500,204.5,103.3,101.3,-2.0,77,1.0,0.0,47,2,-0.1,"Courtney Kirkland, Eli Roe, Monty McCutchen",,59,74,35,69,13,45,,32,39,24,23,44,1031071,55,30,40,75,1,,False,23,61,15,26,42,31,3,12380,30042402,201,3004240
35.85, Wayne Ellington,SG,BKN,DAL,  ,3600,12.68,3.3,20.4,-0.9,0.2,2.0,11.8,21.6,11.2,15.6,16.1,15.77,0.4,9.95,2,0,100,-500,199.0,98.0,101.0,3.5,48,0.5,0.1,48,2,0.3,"Justin VanDuyne, Mark Lindsay, Tony Brothers",,53,56,28,80,13,69,,23,22,29,35,44,1031214,15,23,44,32,0,,False,30,46,23,26,46,27,3,12249,30042902,201,3004290
35.8, Joffrey Lauvergne,C,DEN,@PHX,2A,3900,13.99,2.9,16.1,-2.6,0.2,0.1,11.4,22.7,16.7,13.4,19.3,19.04,3.8,19.4,6,0,,400,208.0,99.8,108.3,8.5,59,0.3,0.5,52,1,-0.4,"Derek Richardson, Matt Boland, Scott Foster",,53,94,33,17,11,31,,11,78,20,22,88,1031350,45,21,36,50,0,,False,54,18,27,41,25,32,3,12497,30043401,201,3004340
35.34, Aaron Gordon,PF,ORL,HOU,  ,3500,12.25,2.9,13.2,-2.1,0.7,0.5,10.2,19.9,12.6,13.4,16.1,17.18,2.6,15.87,3,0,-600,-400,208.0,104.5,103.5,-1.0,82,0.5,0.4,52,2,-0.2,"Bill Kennedy, David Guthrie, Steven Anderson",,69,74,25,89,13,62,,14,39,20,25,64,1031162,47,17,36,90,0,,False,23,69,7,32,50,17,3,12545,30042702,201,3004270
34.36, Anthony Tolliver,PF,DET,@ATL,2A,3500,12.25,2.8,18.9,-2.4,1.5,1.7,9.9,18.1,12.8,13.3,10.6,11.53,0.7,8.73,4,0,-100,-800,201.5,97.8,103.8,6.0,46,-1.0,-0.4,42,1,-0.2,"Ben Taylor, Brent Barnaky, Sean Corbin",,89,56,22,62,15,79,,22,54,18,23,61,1031226,51,16,35,69,0,,False,40,40,20,31,40,27,3,12184,30043001,201,3004300
33.88, Mirza Teletovic,PF,PHX,DEN,  ,4000,14.43,2.7,13.3,-3.8,2.3,1.7,10.6,19.5,17.4,14.6,18.5,19.03,-3.8,16.91,3,0,200,200,208.0,108.3,99.8,-8.5,92,0.3,0.6,55,2,-0.4,"Derek Richardson, Matt Boland, Scott Foster",,96,79,24,37,16,45,,22,39,17,16,75,1031363,55,18,40,26,0,,False,56,12,31,35,33,31,3,12422,30043402,201,3004340
33.61, Jonas Jerebko,PF,BOS,@CHR,  ,3700,13.12,3.0,16.0,-1.9,1.2,1.2,11.2,21.2,9.5,12.1,13.1,10.87,-2.8,7.64,2,0,200,200,204.5,101.3,103.3,2.0,67,1.5,-1.0,37,2,-0.1,"Courtney Kirkland, Eli Roe, Monty McCutchen",,83,51,27,69,13,78,,19,22,22,27,51,1031053,44,20,30,26,0,,False,23,38,38,28,42,29,3,12255,30042401,201,3004240
33.48, Roy Hibbert,C,LAL,OKC,2H,4700,17.48,3.0,22.6,-3.3,-0.5,1.5,14.2,26.9,18.2,21.8,12.9,11.41,-0.1,13.98,6,0,-700,-500,207.0,96.8,110.3,13.5,40,-0.2,1.4,66,1,0.0,"Curtis Blair, Kane Fitzgerald, Tom Washington",,30,74,43,65,15,78,,20,78,22,18,41,1031418,15,31,68,92,0,,False,20,40,40,25,41,33,3,12200,30043602,201,3004360
33.47, Andre Roberson,SG,OKC,@LAL,  ,3500,12.25,3.1,17.7,-1.5,0.6,0.9,10.8,20.7,11.3,10.5,9.5,9.62,0.1,9.12,1,0,0,0,207.0,110.3,96.8,-13.5,95,0.3,-2.0,29,2,0.0,"Curtis Blair, Kane Fitzgerald, Tom Washington",,65,56,26,91,13,72,,17,6,24,30,28,1031407,85,19,22,63,0,,False,23,61,15,20,52,26,3,12446,30043601,201,3004360
33.45, Corey Brewer,SF,HOU,@ORL,  ,3800,13.55,2.9,16.1,-2.6,1.0,1.6,11.0,20.2,16.3,18.0,17.6,19.41,-2.6,9.14,1,0,300,-300,208.0,103.5,104.5,1.0,78,1.0,1.6,70,2,-0.2,"Bill Kennedy, David Guthrie, Steven Anderson",,78,79,25,62,14,97,,21,6,20,22,58,1031139,52,19,53,21,0,,False,42,35,21,30,40,28,3,12161,30042701,201,3004270
33.37, Steve Blake,PG,DET,@ATL,2A,3500,12.25,3.3,17.5,-0.7,-0.5,2.8,11.6,20.4,11.8,10.0,17.4,15.46,0.7,10.33,1,0,0,-300,201.5,97.8,103.8,6.0,46,-1.0,-2.4,26,1,-0.2,"Ben Taylor, Brent Barnaky, Sean Corbin",,30,51,25,92,15,79,,28,6,29,37,33,1031236,51,22,20,63,0,,False,46,26,26,22,53,24,3,12639,30043001,201,3004300
32.94, D.J. Augustin,PG,OKC,@LAL,  ,3500,12.25,2.8,16.6,-2.5,2.1,1.4,9.8,18.2,6.5,16.0,14.7,15.4,0.1,9.54,3,0,0,-300,207.0,110.3,96.8,-13.5,95,0.3,-1.5,32,2,0.0,"Curtis Blair, Kane Fitzgerald, Tom Washington",,95,51,22,39,12,79,,20,39,18,23,28,1031401,85,15,46,63,0,,False,16,25,58,20,34,45,3,12192,30043601,201,3004360
31.96, Kyrie Irving,PG,CLE,NY,  ,7700,30.57,2.9,22.1,-8.5,2.1,9.8,22.1,34.4,22.2,33.6,,28.22,1.3,,4,0,-200,-200,195.5,103.5,92.0,-12.5,78,-0.8,-0.4,41,3,0.2,"Jason Phillips, Kevin Scott, Tony Brown",,95,7,64,37,1,59,,66,54,20,3,51,1031093,63,63,92,75,0,,False,0,0,100,28,33,37,3,12319,30042502,201,3004250
31.93, Ronnie Price,PG,PHX,DEN,  ,3500,12.25,2.9,15.6,-2.0,1.0,2.2,10.3,18.4,8.7,11.6,12.6,13.22,-3.8,10.29,1,0,0,-200,208.0,108.3,99.8,-8.5,92,0.3,-1.8,29,2,-0.4,"Derek Richardson, Matt Boland, Scott Foster",,78,51,22,62,15,42,,24,6,20,26,44,1031355,55,17,27,63,0,,False,13,60,26,26,40,33,3,12037,30043402,201,3004340
31.83, Shabazz Muhammad,SF,MIN,SAN,  ,3500,12.25,3.0,16.2,-1.7,-2.5,1.0,10.6,20.2,12.6,14.4,18.9,18.22,-2.6,13.02,7,0,0,-1000,195.5,92.3,103.3,11.0,16,-1.5,-1.8,29,2,-0.2,"Derrick Stafford, Eric Dalen, James Williams",,3,84,25,54,14,39,,17,86,22,28,41,1031302,15,18,39,63,0,,False,35,50,14,25,38,35,3,12476,30043202,201,3004320
31.52, Thabo Sefolosha,SF,ATL,DET,  ,4200,15.3,3.2,20.9,-1.7,-1.0,3.9,13.6,23.3,17.9,16.6,13.0,12.34,-0.7,14.4,2,0,300,0,201.5,103.8,97.8,-6.0,79,-0.5,2.5,82,2,-0.2,"Ben Taylor, Brent Barnaky, Sean Corbin",,18,61,34,39,14,52,,33,22,26,28,96,1031237,49,29,48,21,0,,False,42,28,28,50,34,15,3,12140,30043002,201,3004300
31.33, Charlie Villanueva,PF,DAL,@BKN,2A,3500,12.25,2.9,11.1,-2.3,0.9,1.3,10.0,18.7,9.4,12.0,23.5,26.0,-0.4,15.18,1,0,0,-300,199.0,101.0,98.0,-3.5,66,0.0,-0.7,40,1,0.3,"Justin VanDuyne, Mark Lindsay, Tony Brothers",,75,51,23,72,13,73,,19,6,20,24,72,1031195,85,16,29,63,0,,False,23,38,38,34,43,21,3,12015,30042901,201,3004290
31.22, JaKarr Sampson,SF,PHI,@MIL,2A,3600,12.68,2.8,14.6,-2.7,1.0,1.2,10.0,18.8,10.9,11.3,17.9,17.93,-3.5,10.48,4,0,100,-400,196.0,92.5,103.5,11.0,17,0.0,-1.3,34,1,-0.2,"Dan Crawford, Pat Fraher, Tyler Ford",,78,51,23,65,14,81,,19,54,18,21,51,1031263,25,16,26,32,0,,False,28,42,28,28,41,29,3,12566,30043101,201,3004310
31.08, Marreese Speights,PF,GS,UTA,  ,3500,12.25,3.3,11.0,-0.7,-1.4,0.8,11.6,22.4,8.7,13.9,28.1,30.17,-8.4,8.67,1,0,0,-400,208.5,111.5,97.5,-14.0,97,0.5,-0.9,38,5,-0.2,"Kevin Cutler, Leroy Richardson, Ron Garretson",,10,51,32,24,10,77,,16,6,29,37,64,1031386,77,22,37,63,0,,False,10,60,30,32,29,37,3,12199,30043502,201,3004350
30.83, JaVale McGee,C,DAL,@BKN,2A,3600,12.68,2.8,12.6,-2.5,1.1,-0.7,10.2,21.1,12.1,9.4,,21.26,-0.4,,3,0,,-100,199.0,101.0,98.0,-3.5,66,0.0,-3.0,22,1,0.3,"Justin VanDuyne, Mark Lindsay, Tony Brothers",,81,47,27,82,7,17,,4,39,18,23,22,1031201,85,17,18,50,0,,False,42,42,14,17,47,35,3,12201,30042901,201,3004290
30.68, Chase Budinger,SF,IND,SAC,  ,3500,12.25,2.9,13.3,-2.3,0.8,0.4,10.0,19.6,8.2,13.3,14.6,18.24,2.3,10.21,1,0,-200,-1100,215.0,110.8,104.3,-7.0,96,0.3,-0.5,40,2,0.1,"Dedric Taylor, Ed Malloy, Josh Tiven",,72,51,24,54,14,68,,13,6,20,24,53,1031130,80,16,35,75,0,,False,7,57,35,29,38,32,3,12259,30042602,201,3004260
29.56, Sasha Vujacic,SG,NY,@CLE,  ,3500,12.25,2.6,13.4,-3.3,1.2,0.8,9.0,17.2,6.8,8.7,16.6,19.62,-1.3,5.36,5,0,0,0,195.5,92.0,103.5,12.5,15,-0.8,-3.7,18,2,0.2,"Jason Phillips, Kevin Scott, Tony Brown",,83,47,20,27,8,20,,16,67,15,18,28,1031090,37,13,16,63,0,,False,12,12,75,20,30,50,3,12667,30042501,201,3004250
29.51, Iman Shumpert,SG,CLE,NY,  ,4600,17.05,3.0,21.6,-3.3,1.0,2.9,13.8,24.7,13.4,17.9,,15.97,1.3,,2,0,,,195.5,103.5,92.0,-12.5,78,-0.8,2.5,82,3,0.2,"Jason Phillips, Kevin Scott, Tony Brown",,78,13,37,82,1,51,,28,22,22,18,61,1031095,63,30,53,50,0,,False,0,100,0,31,47,21,3,12335,30042502,201,3004250
29.45, Jason Terry,PG,HOU,@ORL,  ,3500,12.25,2.2,14.3,-4.6,1.5,0.4,7.7,15.0,13.3,12.9,14.3,12.89,-2.6,10.06,4,0,0,0,208.0,103.5,104.5,1.0,78,1.0,0.6,55,2,-0.2,"Bill Kennedy, David Guthrie, Steven Anderson",,89,65,18,82,10,86,,13,54,10,12,83,1031138,52,9,33,63,0,,False,30,70,0,38,47,13,3,12129,30042701,201,3004270
29.18, Brandon Rush,SG,GS,UTA,  ,3600,12.68,3.2,24.8,-1.3,-1.2,2.1,11.4,20.7,12.2,7.7,13.2,12.1,-8.4,12.94,1,0,100,100,208.5,111.5,97.5,-14.0,97,0.5,-4.3,16,5,-0.2,"Kevin Cutler, Leroy Richardson, Ron Garretson",,14,65,26,47,12,36,,24,6,26,31,16,1031385,77,21,12,32,0,,False,33,50,16,13,36,50,3,12196,30043502,201,3004350
28.91, Ty Lawson,PG,HOU,@ORL,  ,3600,12.68,2.1,9.8,-5.3,1.5,0.7,7.4,14.1,10.7,26.8,16.0,16.97,-2.6,7.93,6,0,-1500,-3900,208.0,103.5,104.5,1.0,78,1.0,-1.9,29,2,-0.2,"Bill Kennedy, David Guthrie, Steven Anderson",,89,74,6,27,11,72,,15,78,9,10,25,1031141,52,8,81,99,0,,False,0,27,72,19,30,50,3,12241,30042701,201,3004270
28.75, Mo Williams,PG,CLE,NY,  ,4700,17.48,2.0,12.7,-8.3,2.1,1.4,9.2,17.0,14.9,25.6,22.3,21.18,1.3,15.1,6,0,-1500,-1300,195.5,103.5,92.0,-12.5,78,-0.8,2.1,77,3,0.2,"Jason Phillips, Kevin Scott, Tony Brown",Probable,95,65,20,31,9,68,,20,78,8,3,58,1031101,63,13,79,99,0,,False,0,22,77,30,32,36,3,12644,30042502,201,3004250
28.55, Devin Booker,SG,PHX,DEN,  ,3500,12.25,2.5,14.4,-3.4,1.5,0.2,8.9,17.6,9.4,8.5,14.9,17.75,-3.8,11.93,2,0,0,0,208.0,108.3,99.8,-8.5,92,0.3,-3.8,18,2,-0.4,"Derek Richardson, Matt Boland, Scott Foster",,89,51,21,47,14,25,,12,22,14,18,28,1031356,55,12,15,63,0,,False,21,35,42,20,36,44,3,12068,30043402,201,3004340
28.39, Aron Baynes,C,DET,@ATL,2A,3500,12.25,2.9,13.4,-2.1,0.0,0.8,10.2,19.6,11.6,11.7,17.3,16.8,0.7,13.5,0,0,-100,-400,201.5,97.8,103.8,6.0,46,-1.0,-1.1,36,1,-0.2,"Ben Taylor, Brent Barnaky, Sean Corbin",,46,51,24,77,14,72,,16,0,20,25,53,1031232,51,17,28,69,0,,False,42,28,28,29,45,25,3,12441,30043001,201,3004300
28.23, Kevin Garnett,PF,MIN,SAN,  ,3500,12.25,2.6,11.6,-3.3,-0.1,-0.6,9.0,20.2,13.4,15.1,10.9,11.4,-2.6,13.05,6,0,-300,-500,195.5,92.3,103.3,11.0,16,-1.5,0.7,55,2,-0.2,"Derrick Stafford, Eric Dalen, James Williams",,43,56,25,91,12,48,,5,78,15,18,41,1031309,15,13,42,80,0,,False,25,75,0,25,52,22,3,12674,30043202,201,3004320
27.86, Richard Jefferson,SF,CLE,NY,  ,3500,12.25,2.9,18.7,-2.1,-0.5,0.8,10.2,19.6,11.6,11.2,13.9,13.95,1.3,8.75,1,0,0,0,195.5,103.5,92.0,-12.5,78,-0.8,-1.2,34,3,0.2,"Jason Phillips, Kevin Scott, Tony Brown",,30,61,24,69,11,76,,16,6,20,25,58,1031099,63,17,25,63,0,,False,27,72,0,30,42,27,3,12598,30042502,201,3004250
27.66, Marcus Thornton,SG,HOU,@ORL,  ,3900,13.99,2.3,11.8,-5.1,0.9,0.3,8.9,17.5,15.8,14.9,22.0,22.55,-2.6,17.85,2,0,-200,200,208.0,103.5,104.5,1.0,78,1.0,1.1,63,2,-0.2,"Bill Kennedy, David Guthrie, Steven Anderson",,75,74,21,17,14,54,,13,22,11,11,83,1031143,52,12,42,75,0,,False,42,21,35,38,25,35,3,12258,30042701,201,3004270
27.48,TJ McConnell,PG,PHI,@MIL,2A,4600,17.05,3.1,17.6,-3.0,-1.2,3.3,14.1,24.9,17.8,20.5,17.1,18.96,-3.5,13.71,4,0,-400,1100,196.0,92.5,103.5,11.0,17,0.0,3.2,89,1,-0.2,"Dan Crawford, Pat Fraher, Tyler Ford",,14,26,37,47,15,30,,30,54,24,20,78,1031265,25,31,64,84,0,,False,26,33,40,36,36,26,3,22393,30043101,201,3004310
27.41, Mario Hezonja,SF,ORL,HOU,  ,3500,12.25,2.3,12.5,-4.2,2.0,0.5,8.1,15.7,9.4,8.0,17.3,15.48,2.6,9.24,3,0,0,-700,208.0,104.5,103.5,-1.0,82,0.5,-4.6,15,2,-0.2,"Bill Kennedy, David Guthrie, Steven Anderson",,94,47,18,91,8,21,,14,39,11,14,8,1031151,47,10,13,63,0,,False,12,50,37,4,52,42,3,12099,30042702,201,3004270
27.32, John Jenkins,SG,DAL,@BKN,2A,3500,12.25,2.4,11.4,-3.8,1.7,0.2,8.5,17.0,4.5,9.3,,19.28,-0.4,,2,0,-100,-400,199.0,101.0,98.0,-3.5,66,0.0,-2.8,23,1,0.3,"Justin VanDuyne, Mark Lindsay, Tony Brothers",,91,47,20,47,6,30,,12,22,12,16,28,1031205,85,11,18,69,0,,False,0,50,50,20,36,43,3,12390,30042901,201,3004290
26.43,Raul Neto,PG,UTA,@GS,  ,3600,12.68,2.9,14.6,-2.1,-0.8,1.5,10.6,19.7,12.0,11.0,17.7,15.94,8.4,11.05,2,0,100,100,208.5,97.5,111.5,14.0,45,0.5,-1.3,33,2,-0.2,"Kevin Cutler, Leroy Richardson, Ron Garretson",Probable,22,51,24,75,12,25,,20,22,20,25,64,1031382,23,18,24,32,0,,False,41,33,25,32,44,24,3,22390,30043501,201,3004350
26.24, Tayshaun Prince,SF,MIN,SAN,  ,3500,12.25,2.9,22.0,-2.1,-2.5,1.6,10.2,19.2,6.3,12.7,7.1,8.43,-2.6,5.21,4,0,0,0,195.5,92.3,103.3,11.0,16,-1.5,-0.4,42,2,-0.2,"Derrick Stafford, Eric Dalen, James Williams",,3,51,23,54,13,67,,21,54,20,25,64,1031307,15,17,33,63,0,,False,0,46,53,32,38,28,3,12615,30043202,201,3004320
25.44, Richaun Holmes,PF,PHI,@MIL,2A,3700,13.12,1.8,8.8,-6.6,1.9,-0.1,6.5,13.1,11.4,11.0,15.4,17.29,-3.5,16.97,5,0,0,200,196.0,92.5,103.5,11.0,17,0.0,-1.5,32,1,-0.2,"Dan Crawford, Pat Fraher, Tyler Ford",,93,56,5,62,13,20,,9,67,7,7,75,1031253,25,7,24,63,0,,False,38,30,30,35,40,25,3,12062,30043101,201,3004310
25.15, Noah Vonleh,PF,POR,@NO,  ,3500,12.25,2.7,12.8,-2.7,-0.3,0.8,9.6,18.4,9.5,9.4,11.3,13.02,1.8,7.46,1,0,0,0,203.0,97.8,105.3,7.5,46,1.3,-3.0,22,2,0.0,"Derrick Collins, Haywoode Workman, Zach Zarba",,37,51,22,94,15,46,,16,6,17,21,19,1031322,49,15,18,63,0,,False,13,60,26,15,56,28,3,12552,30043301,201,3004330
24.97, Dwight Powell,PF,DAL,@BKN,2A,3800,13.55,1.7,9.5,-7.2,0.9,0.1,6.4,12.7,12.7,13.2,17.4,14.1,-0.4,18.64,3,0,-800,300,199.0,101.0,98.0,-3.5,66,0.0,-1.1,36,1,0.3,"Justin VanDuyne, Mark Lindsay, Tony Brothers",,75,84,5,62,13,50,,11,39,6,5,51,1031206,85,6,35,94,0,,False,7,53,38,28,40,32,3,12550,30042901,201,3004290
24.89, Leandro Barbosa,SG,GS,UTA,  ,3500,12.25,2.8,13.4,-2.4,-1.2,1.0,9.9,18.8,12.3,12.0,20.0,20.34,-8.4,12.24,1,0,0,-400,208.5,111.5,97.5,-14.0,97,0.5,0.2,49,5,-0.2,"Kevin Cutler, Leroy Richardson, Ron Garretson",,14,56,23,65,10,77,,17,6,18,23,75,1031394,77,16,29,63,0,,False,40,20,40,35,41,23,3,12638,30043502,201,3004350
24.46, Anthony Morrow,SG,OKC,@LAL,  ,3500,12.25,2.3,14.5,-4.1,0.6,0.2,8.2,16.2,8.3,13.9,14.2,14.05,0.1,10.44,1,0,-200,-800,207.0,110.3,96.8,-13.5,95,0.3,0.4,50,2,0.0,"Curtis Blair, Kane Fitzgerald, Tom Washington",,65,51,19,51,11,74,,12,6,11,14,78,1031403,85,10,37,75,0,,False,9,54,36,36,37,25,3,12222,30043601,201,3004360
24.4, Jonathan Simmons,SG,SAN,@MIN,  ,3500,12.25,2.2,11.2,-4.6,0.8,-0.9,7.7,19.3,12.0,10.5,,21.14,2.6,,2,0,0,0,195.5,103.3,92.3,-11.0,77,-1.0,-1.9,29,2,-0.2,"Derrick Stafford, Eric Dalen, James Williams",,72,51,24,92,12,15,,1,22,10,12,44,1031288,85,9,22,63,0,,False,33,58,8,26,53,20,3,12512,30043201,201,3004320
24.13, Ish Smith,PG,NO,POR,  ,4400,16.17,0.6,3.6,-13.6,2.6,-0.1,2.6,5.3,17.5,20.1,22.1,16.04,-1.8,17.23,7,0,-1900,,203.0,105.3,97.8,-7.5,84,0.3,1.7,72,3,0.0,"Derrick Collins, Haywoode Workman, Zach Zarba",,97,65,0,17,11,60,,9,86,1,0,88,1031336,51,1,62,99,0,,False,18,18,63,41,25,33,3,12313,30043302,201,3004330
23.88, Johnny O'Bryant,C,MIL,PHI,  ,3500,12.25,2.1,14.4,-4.9,1.3,-0.7,7.4,15.5,7.6,7.8,12.8,14.65,3.5,8.52,2,0,,0,196.0,103.5,92.5,-11.0,78,1.5,-4.4,15,3,-0.2,"Dan Crawford, Pat Fraher, Tyler Ford",,86,51,18,54,13,55,,4,22,9,11,21,1031278,75,8,13,50,0,,False,15,30,53,16,38,45,3,12556,30043102,201,3004310
23.73, RJ Hunter,SG,BOS,@CHR,  ,3500,12.25,2.4,13.4,-3.9,0.8,0.7,8.4,16.1,9.7,7.5,14.3,15.32,-2.8,7.25,0,0,0,-300,204.5,101.3,103.3,2.0,67,1.5,-4.9,13,2,-0.1,"Courtney Kirkland, Eli Roe, Monty McCutchen",,72,47,19,10,7,15,,15,0,12,15,28,1031050,44,11,12,63,0,,False,28,28,42,20,20,60,3,12058,30042401,201,3004240
