Score,Player_Name,Position,Team,Opposing_TeamFB,B2B,Salary,ImpPts,PtVal,MinutesProj,ProjPlusMinus,OppPlusMinus,Floor,AvgPts,Ceiling,Month_PPG,Season_PPG,Usage,UsageProj,PaceD,PER,Trend,MyTrends,Month_Salary_Change,Season_Salary_Change,Total,Pts,OppPts,Spread,Vegas,Run_Change,Season_Plus_Minus,Plus_Minus,Days_Between_games,OfficialPlusMinus,Refs,InjuryStatus,OppPlusMinusPct,Site_Salary,CeilingPct,Consistency,Month_Count,Season_Count,Confirmed,FloorPct,Pro_Pct,PtPerDPct,ProjPlusMinusPct,Upside,FantasyResultId,SpreadPct,ProjPct,Season_PPG_Percentile,Salary_Movement,MyTrends|custom,ActualPoints,IsLocked,Month_X2,Month_X1,Month_X0,Season_X2,Season_X1,Season_X0,SourceId,PlayerId,EventTeamId,PositionId,EventId
80.7, Joakim Noah,C,CHI,@NY,2A,4900,18.35,4.8,25.3,5.0,0.8,8.1,23.3,38.5,23.2,25.1,13.9,12.04,-2.5,13.37,6,0,200,-800,194.5,97.8,96.8,-1.0,46,-1.2,1.3,64,1,0.0,"Ken Mauer, Michael Smith",,72,84,75,54,13,81,,61,78,88,85,53,982035,40,67,78,26,0,,False,69,15,15,29,38,32,3,12163,30008901,201,3000890
79.7, Mike Conley,PG,MEM,IND,2H,6100,23.59,4.6,32.4,4.6,0.7,16.6,28.2,39.8,28.0,26.9,22.8,22.67,2.9,17.93,7,0,-600,-300,201.5,101.3,100.3,-2.0,67,-0.5,1.1,61,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,69,65,78,80,16,79,,84,86,83,82,61,982106,37,80,81,90,0,,False,31,56,12,31,46,21,3,12159,30009102,201,3000910
79.33, Patrick Beverley,PG,HOU,LAC,  ,4300,15.74,5.1,30.3,6.1,-0.6,11.7,21.8,31.9,20.8,19.5,15.7,15.64,-1.8,11.54,5,1,800,300,212.0,107.5,106.0,1.0,91,0.7,1.6,70,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,27,96,58,80,13,63,,71,67,93,90,61,982081,36,62,60,7,1,,False,69,30,0,31,46,22,3,12257,30009002,201,3000900
79.17, Cody Zeller,PF,CHR,@WAS,  ,4000,14.43,5.4,27.4,7.3,-1.0,5.0,21.7,38.4,18.0,18.9,15.2,16.4,2.6,14.88,3,1,,100,205.5,102.5,103.5,-1.0,74,-1.0,2.2,79,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,18,96,74,54,12,59,,38,39,96,94,75,982013,60,61,57,50,1,,False,50,41,8,35,38,25,3,12452,30008801,201,3000880
79.14, Pau Gasol,PF,CHI,@NY,2A,8400,33.63,4.6,32.8,5.2,-0.1,21.9,38.8,55.7,40.7,38.2,23.6,26.4,-2.5,21.68,7,0,600,500,194.5,97.8,96.8,-1.0,46,-1.2,3.0,87,1,0.0,"Ken Mauer, Michael Smith",,43,19,96,75,13,87,,94,86,83,86,84,982045,40,96,96,12,0,,False,46,53,0,39,44,16,3,12594,30008901,201,3000890
79.09, Kristaps Porzingis,PF,NY,CHI,2H,6400,24.9,4.5,28.8,3.9,0.4,16.3,28.8,41.3,29.5,28.0,22.3,26.51,2.5,18.19,6,0,400,1600,194.5,96.8,97.8,1.0,40,0.8,4.7,96,1,0.0,"Ken Mauer, Michael Smith",,59,99,80,12,15,27,,84,78,79,77,97,982058,60,81,83,17,0,,False,46,20,33,55,22,22,3,12577,30008902,201,3000890
77.79, Jeff Green,SF,MEM,IND,2H,4500,16.61,5.1,33.4,6.3,-1.3,10.4,22.9,35.4,20.1,20.0,17.8,20.8,2.9,10.78,2,1,200,-100,201.5,101.3,100.3,-2.0,67,-0.5,1.5,69,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,12,95,67,84,16,93,,68,22,93,91,41,982107,37,66,62,26,1,,False,25,68,6,25,48,25,3,12160,30009102,201,3000910
76.7, Garrett Temple,PG,WAS,CHR,  ,3500,12.25,5.4,28.1,6.6,0.2,8.7,18.8,28.9,11.0,9.7,14.2,16.78,-2.6,9.22,2,0,-100,-100,205.5,103.5,102.5,1.0,78,1.0,-2.4,25,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,53,79,48,69,15,50,,63,22,96,91,44,982025,40,50,19,69,0,,False,20,66,13,26,42,32,3,12266,30008802,201,3000880
76.35, Chris Paul,PG,LAC,@HOU,2A,8500,34.06,4.5,32.8,4.1,0.2,24.3,38.2,52.1,35.5,40.6,26.0,22.87,1.8,22.57,6,1,-400,-1300,212.0,106.0,107.5,-1.0,87,0.2,0.4,52,1,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,53,22,94,51,14,89,,95,78,79,79,69,982062,64,96,97,84,1,,False,35,35,28,33,37,29,3,12012,30009001,201,3000900
75.13, James Harden,SG,HOU,LAC,  ,10700,43.66,4.3,35.7,1.8,0.9,30.7,45.5,60.3,47.8,46.1,32.6,33.73,-1.8,25.24,7,0,400,-100,212.0,107.5,106.0,1.0,91,0.7,2.0,76,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,75,74,98,57,15,97,,98,86,71,60,72,982079,36,99,99,17,0,,False,40,53,6,34,39,26,3,12228,30009002,201,3000900
74.45, Gary Neal,SG,WAS,CHR,  ,3800,13.55,4.7,26.0,4.4,0.6,6.2,17.9,29.6,17.9,14.4,18.6,21.38,-2.6,14.63,6,0,300,-200,205.5,103.5,102.5,1.0,78,1.0,1.4,67,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,65,91,50,69,13,56,,54,78,86,81,88,982027,40,46,39,21,0,,False,53,38,7,41,42,16,3,12311,30008802,201,3000880
74.23, Jamal Crawford,SG,LAC,@HOU,2A,4000,14.43,4.6,23.7,3.8,1.4,6.6,18.2,29.8,17.0,20.5,21.9,24.3,1.8,12.16,5,2,-400,-1200,212.0,106.0,107.5,-1.0,87,0.2,1.8,74,1,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,87,96,51,43,15,78,,56,67,83,77,64,982073,64,47,64,84,2,,False,33,20,46,32,35,32,3,12514,30009001,201,3000900
73.94, Serge Ibaka,PF,OKC,LAL,  ,6400,24.9,4.4,33.0,3.1,0.6,14.0,28.0,42.0,26.0,29.1,17.5,17.29,-0.1,16.38,5,3,-500,-800,208.5,112.8,96.8,-16.0,98,0.0,1.7,72,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,65,74,82,37,14,63,,79,67,75,71,69,981994,82,79,85,87,3,,False,21,42,35,33,33,33,3,12207,30008702,201,3000870
73.78, Jared Dudley,SF,WAS,CHR,  ,3600,12.68,5.0,33.8,5.2,-0.7,7.5,17.9,28.3,16.0,16.4,11.5,11.42,-2.6,10.91,4,0,-100,-400,205.5,103.5,102.5,1.0,78,1.0,1.1,63,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,25,91,47,43,15,73,,59,54,92,86,83,982022,40,46,47,69,0,,False,53,40,6,38,35,26,3,12170,30008802,201,3000880
73.22, Steven Adams,C,OKC,LAL,  ,4000,14.43,4.7,26.1,4.2,2.5,4.5,18.6,32.7,16.7,19.7,10.6,10.95,-0.1,13.85,3,2,-100,-300,208.5,112.8,96.8,-16.0,98,0.0,2.9,86,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,97,74,60,54,14,68,,36,39,86,79,64,982000,82,49,61,69,2,,False,28,42,28,32,38,29,3,12478,30008702,201,3000870
72.14, Paul George,SF,IND,@MEM,2A,9600,38.86,4.4,35.7,3.0,-1.5,28.1,41.9,55.7,40.8,36.4,30.4,30.66,-2.9,24.03,6,0,100,1100,201.5,100.3,101.3,2.0,62,-0.5,2.2,77,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,9,51,96,31,13,31,,97,78,75,70,75,982099,63,97,95,32,0,,False,38,30,30,35,32,32,3,12282,30009101,201,3000910
70.28, Ramon Sessions,PG,WAS,CHR,  ,4000,14.43,4.7,24.1,4.5,0.2,6.1,18.9,31.7,16.5,14.3,19.9,20.68,-2.6,16.97,2,0,100,-200,205.5,103.5,102.5,1.0,78,1.0,0.0,47,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,53,74,57,75,15,74,,43,22,86,81,51,982023,40,50,39,32,0,,False,26,53,20,28,44,27,3,12180,30008802,201,3000880
69.68, Jordan Clarkson,PG,LAL,@OKC,  ,5600,21.41,4.3,32.0,2.8,1.0,13.1,24.2,35.3,23.6,24.7,20.6,21.96,0.1,14.65,6,0,-400,-1200,208.5,96.8,112.8,16.0,40,-0.5,3.4,90,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,78,56,67,54,13,70,,75,78,71,69,83,981984,18,70,77,84,0,,False,15,46,38,38,38,22,3,12525,30008701,201,3000870
69.13, CJ Miles,SF,IND,@MEM,2A,5400,20.54,4.5,32.0,3.6,-1.5,12.8,24.1,35.4,25.1,22.1,20.0,20.62,-2.9,17.86,4,0,600,500,201.5,100.3,101.3,2.0,62,-0.5,3.8,93,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,9,74,67,43,13,73,,74,54,79,75,88,982090,63,69,69,12,0,,False,46,30,23,41,35,23,3,12028,30009101,201,3000910
69.12, Jimmy Butler,SG,CHI,@NY,2A,8300,33.19,4.2,38.1,1.9,1.1,22.2,35.1,48.0,38.0,35.7,23.1,23.02,-2.5,21.15,8,0,300,800,194.5,97.8,96.8,-1.0,46,-1.2,1.5,69,1,0.0,"Ken Mauer, Michael Smith",,81,19,90,54,13,76,,94,92,67,61,83,982040,40,92,94,21,0,,False,30,53,15,38,38,23,3,12346,30008901,201,3000890
69.01, Trevor Ariza,SF,HOU,LAC,  ,5700,21.85,4.2,35.9,2.3,1.1,13.4,24.1,34.8,23.5,25.1,15.5,16.56,-1.8,11.41,5,1,-300,-100,212.0,107.5,106.0,1.0,91,0.7,2.7,84,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,81,84,65,54,14,97,,78,67,67,64,84,982088,36,69,78,80,1,,False,35,28,35,39,38,22,3,12671,30009002,201,3000900
67.98, Frank Kaminsky,PF,CHR,@WAS,  ,3900,13.99,4.7,26.7,4.4,-1.0,5.9,18.4,30.9,15.5,12.9,13.7,15.19,2.6,12.05,3,0,300,-600,205.5,102.5,103.5,-1.0,74,-1.0,-0.1,46,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,18,74,54,18,13,23,,42,39,86,81,91,982005,60,48,33,21,0,,False,61,15,23,43,26,30,3,12067,30008801,201,3000880
67.29, Langston Galloway,SG,NY,CHI,2H,4000,14.43,4.5,26.9,3.6,0.8,5.5,18.0,30.5,14.7,21.1,15.3,15.71,2.5,12.78,4,0,-700,-500,194.5,96.8,97.8,1.0,40,0.8,2.7,84,1,0.0,"Ken Mauer, Michael Smith",,72,61,53,62,15,70,,40,54,79,75,86,982059,60,46,66,92,0,,False,26,40,33,40,40,20,3,12587,30008902,201,3000890
66.55, Carmelo Anthony,SF,NY,CHI,2H,8700,34.93,4.1,34.4,0.8,0.8,20.9,35.7,50.5,34.1,37.2,29.2,30.51,2.5,20.09,8,1,-900,-700,194.5,96.8,97.8,1.0,40,0.8,0.1,47,1,0.0,"Ken Mauer, Michael Smith",,72,51,93,65,14,41,,92,92,62,50,61,982060,60,93,95,96,1,,False,35,35,28,31,41,26,3,12625,30008902,201,3000890
65.39, Arron Afflalo,SG,NY,CHI,2H,4800,17.92,4.3,32.3,2.8,0.8,9.3,20.7,32.1,21.7,18.5,18.3,20.22,2.5,14.35,1,0,200,200,194.5,96.8,97.8,1.0,40,0.8,0.5,52,1,0.0,"Ken Mauer, Michael Smith",,72,74,58,54,15,73,,65,6,71,69,44,982051,60,57,56,26,0,,False,46,33,20,26,38,35,3,12173,30008902,201,3000890
64.41, Dwight Howard,C,HOU,LAC,  ,7500,29.7,4.2,32.7,1.6,-1.0,12.7,31.3,49.9,30.8,32.0,17.2,18.0,-1.8,18.65,6,0,-600,-1000,212.0,107.5,106.0,1.0,91,0.7,-1.3,34,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,18,51,93,47,13,63,,74,78,67,58,44,982087,36,86,89,90,0,,False,23,38,38,26,36,36,3,12649,30009002,201,3000900
64.29, Marvin Williams,PF,CHR,@WAS,  ,5000,18.79,4.3,29.8,2.5,-1.0,9.0,21.3,33.6,22.4,20.6,13.0,14.22,2.6,14.73,3,1,0,800,205.5,102.5,103.5,-1.0,74,-1.0,4.1,94,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,18,96,62,31,13,79,,64,39,71,66,92,982003,60,60,64,63,1,,False,38,38,23,44,32,22,3,12011,30008801,201,3000880
62.53, Otto Porter,SF,WAS,CHR,  ,5700,21.85,4.2,33.8,2.2,-0.7,12.8,24.0,35.2,22.3,17.0,16.1,17.49,-2.6,13.36,2,0,0,400,205.5,103.5,102.5,1.0,78,1.0,1.5,67,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",Questionable,25,79,67,17,15,83,,74,22,67,63,91,982029,40,69,49,63,0,,False,33,26,40,43,25,31,3,12469,30008802,201,3000880
61.93, Tony Allen,SG,MEM,IND,2H,3500,12.25,4.4,22.1,3.3,0.6,4.7,15.5,26.3,12.6,18.4,15.4,16.04,2.9,9.98,2,0,-700,-1200,201.5,101.3,100.3,-2.0,67,-0.5,2.4,80,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",Questionable,65,65,40,75,12,75,,37,22,75,73,58,983466,37,36,55,92,0,,False,8,58,33,30,44,25,3,12665,30009102,201,3000910
61.27, Rodney Stuckey,SG,IND,@MEM,2A,4700,17.48,4.3,26.9,2.8,-0.9,6.8,20.3,33.8,20.3,21.0,20.5,22.04,-2.9,14.59,2,0,0,-100,201.5,100.3,101.3,2.0,62,-0.5,1.5,69,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,20,61,63,39,13,72,,56,22,71,69,58,982095,63,56,65,63,0,,False,38,30,30,30,34,34,3,12166,30009101,201,3000910
61.03, Robert Sacre,C,LAL,@OKC,  ,3500,12.25,4.5,21.8,3.5,-0.5,1.9,15.7,29.5,10.9,12.2,,13.98,0.1,,3,0,0,0,208.5,96.8,112.8,16.0,40,-0.5,-0.7,39,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,30,56,50,95,7,50,,23,39,79,74,28,981982,18,37,30,63,0,,False,0,100,0,20,58,22,3,12418,30008701,201,3000870
60.62, Zach Randolph,PF,MEM,IND,2H,6400,24.9,4.1,28.3,1.2,0.5,10.9,26.1,41.3,24.0,29.6,21.3,24.11,2.9,15.51,3,0,,-800,201.5,101.3,100.3,-2.0,67,-0.5,-0.4,42,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,62,47,80,89,11,79,,69,39,62,54,24,982116,37,75,85,50,0,,False,9,45,45,18,50,30,3,12600,30009102,201,3000910
59.36, Clint Capela,PF,HOU,LAC,  ,5000,18.79,3.9,20.7,0.8,1.7,4.1,19.6,35.1,23.1,15.9,15.5,18.31,-1.8,21.83,7,1,700,600,212.0,107.5,106.0,1.0,91,0.7,2.3,79,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,91,95,66,65,14,48,,34,86,52,50,69,982086,36,53,46,9,1,,False,42,42,14,33,41,25,3,12572,30009002,201,3000900
58.76, Larry Nance Jr.,PF,LAL,@OKC,  ,3600,12.68,4.1,23.2,2.0,2.7,3.4,14.7,26.0,11.1,10.9,10.9,13.55,0.1,10.15,4,0,100,100,208.5,96.8,112.8,16.0,40,-0.5,-1.4,32,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,97,74,40,69,14,21,,30,54,62,62,51,981978,18,33,24,32,0,,False,35,28,35,28,42,28,3,12097,30008701,201,3000870
58.24, Lavoy Allen,PF,IND,@MEM,2A,3500,12.25,4.4,20.6,3.2,-1.1,1.9,15.4,28.9,13.8,12.5,13.5,13.56,-2.9,10.47,1,0,-300,-700,201.5,100.3,101.3,2.0,62,-0.5,-1.3,34,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,16,74,48,47,13,58,,23,6,75,72,53,982100,63,36,32,80,0,,False,38,38,23,29,36,34,3,12357,30009101,201,3000910
58.13, Matt Barnes,SF,MEM,IND,2H,4500,16.61,4.1,28.2,2.0,-1.3,7.2,18.6,30.0,23.4,19.9,16.1,16.51,2.9,12.6,3,1,1000,700,201.5,101.3,100.3,-2.0,67,-0.5,3.4,91,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,12,97,51,47,16,93,,58,39,62,62,83,982117,37,49,62,5,1,,False,68,12,18,38,36,24,3,12619,30009102,201,3000910
57.95, George Hill,PG,IND,@MEM,2A,5700,21.85,4.1,32.7,1.5,-0.2,12.7,23.3,33.9,21.1,27.5,16.1,17.02,-2.9,12.33,3,0,,-800,201.5,100.3,101.3,2.0,62,-0.5,3.6,92,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,40,47,63,80,12,64,,74,39,62,57,72,982096,63,67,82,50,0,,False,16,50,33,34,46,18,3,12209,30009101,201,3000910
57.08, JJ Redick,SG,LAC,@HOU,2A,4500,16.61,3.9,27.4,1.1,1.4,6.0,17.7,29.4,19.3,21.6,20.5,19.26,1.8,16.77,6,1,-100,-500,212.0,106.0,107.5,-1.0,87,0.2,1.9,75,1,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,87,84,50,80,15,88,,42,78,52,53,61,982064,64,45,68,69,1,,False,33,53,13,31,46,21,3,12138,30009001,201,3000900
56.17, Dion Waiters,SG,OKC,LAL,  ,4200,15.3,4.1,28.0,2.0,0.6,4.6,17.3,30.0,18.8,19.8,18.5,18.69,-0.1,10.89,1,1,-300,-800,208.5,112.8,96.8,-16.0,98,0.0,2.2,79,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,65,65,51,80,14,79,,36,6,62,62,58,981998,82,44,61,80,1,,False,28,50,21,30,46,22,3,12372,30008702,201,3000870
54.93, D'Angelo Russell,PG,LAL,@OKC,  ,5500,20.97,3.8,29.5,0.1,1.0,11.5,21.1,30.7,24.8,22.5,22.3,20.71,0.1,12.59,7,0,500,-200,208.5,96.8,112.8,16.0,40,-0.5,2.8,86,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,78,74,53,96,15,26,,71,86,47,44,25,981977,18,59,70,14,0,,False,33,53,13,19,61,19,3,12060,30008701,201,3000870
54.88, Nick Young,SG,LAL,@OKC,  ,3500,12.25,4.1,20.5,2.0,0.6,2.9,14.2,25.5,11.3,15.2,17.6,21.79,0.1,13.16,2,0,0,-400,208.5,96.8,112.8,16.0,40,-0.5,-0.4,42,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,65,74,39,72,11,48,,28,22,62,62,41,981980,18,31,43,63,0,,False,27,45,27,25,43,31,3,12167,30008701,201,3000870
53.03, Spencer Hawes,C,CHR,@WAS,  ,3800,13.55,4.1,19.2,1.9,-0.6,3.7,15.4,27.1,13.7,13.0,16.7,17.52,2.6,12.52,2,0,100,300,205.5,102.5,103.5,-1.0,74,-1.0,0.3,49,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,27,74,44,43,12,78,,32,22,62,61,91,982006,60,36,34,32,0,,False,33,41,25,43,35,20,3,12164,30008801,201,3000880
52.58, Derrick Rose,PG,CHI,@NY,2A,6400,24.9,3.7,31.5,-1.0,2.0,10.6,23.9,37.2,26.4,28.9,24.9,25.16,-2.5,10.34,7,0,,-1700,194.5,97.8,96.8,-1.0,46,-1.2,1.3,66,1,0.0,"Ken Mauer, Michael Smith",,94,51,72,72,12,67,,68,86,43,34,44,982037,40,69,85,50,0,,False,16,58,25,26,43,29,3,12187,30008901,201,3000890
52.37, Kemba Walker,PG,CHR,@WAS,  ,8100,32.32,3.8,33.8,-1.8,1.3,18.3,30.5,42.7,35.5,32.2,23.8,24.94,2.6,20.99,8,0,700,900,205.5,102.5,103.5,-1.0,74,-1.0,1.1,61,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,86,19,83,57,13,61,,89,92,47,28,61,982010,60,85,89,9,0,,False,46,38,15,31,39,29,3,12327,30008801,201,3000880
50.27, Kobe Bryant,SG,LAL,@OKC,  ,6900,27.08,3.8,30.2,-1.1,0.6,15.1,26.0,36.9,27.8,29.3,28.7,27.67,0.1,12.79,7,1,-500,-1300,208.5,96.8,112.8,16.0,40,-0.5,-0.8,38,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,65,26,71,39,15,32,,81,86,47,33,51,981987,18,74,85,87,1,,False,33,40,26,28,34,37,3,12678,30008701,201,3000870
48.84, Courtney Lee,SG,MEM,IND,2H,4200,15.3,3.7,30.8,0.2,0.6,4.1,15.5,26.9,17.5,17.0,15.6,16.23,2.9,11.63,5,1,300,400,201.5,101.3,100.3,-2.0,67,-0.5,3.0,88,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,65,89,43,54,16,91,,34,67,43,45,93,982110,37,36,49,21,1,,False,62,18,18,46,38,15,3,12205,30009102,201,3000910
48.62, Julius Randle,PF,LAL,@OKC,  ,6100,23.59,3.5,24.8,-2.1,2.7,8.0,21.5,35.0,28.6,26.8,21.6,21.44,0.1,15.45,10,0,600,1600,208.5,96.8,112.8,16.0,40,-0.5,4.7,96,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,97,74,66,39,15,26,,61,98,35,25,93,981985,18,61,81,12,0,,False,46,33,20,46,34,19,3,12553,30008701,201,3000870
48.4, Jordan Hill,C,IND,@MEM,2A,4600,17.05,3.8,20.0,0.5,-0.9,4.3,17.5,30.7,22.4,22.9,18.8,19.8,-2.9,17.73,4,0,-200,-100,201.5,100.3,101.3,2.0,62,-0.5,2.2,79,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,20,84,53,80,12,67,,35,54,47,48,61,982097,63,44,72,75,0,,False,25,58,16,31,46,22,3,12232,30009101,201,3000910
47.49, Lance Thomas,SF,NY,CHI,2H,3800,13.55,3.8,24.0,0.8,0.8,3.4,14.3,25.2,14.1,13.0,16.5,18.5,2.5,12.04,3,0,300,300,194.5,96.8,97.8,1.0,40,0.8,0.5,53,1,0.0,"Ken Mauer, Michael Smith",,72,61,38,62,15,67,,30,39,47,50,86,982054,60,32,34,21,0,,False,46,46,6,40,40,19,3,12317,30008902,201,3000890
