Score,Player_Name,Position,Team,Opposing_TeamFB,B2B,Salary,ImpPts,PtVal,MinutesProj,ProjPlusMinus,OppPlusMinus,Floor,AvgPts,Ceiling,Month_PPG,Season_PPG,Usage,UsageProj,PaceD,PER,Trend,MyTrends,Month_Salary_Change,Season_Salary_Change,Total,Pts,OppPts,Spread,Vegas,Run_Change,Season_Plus_Minus,Plus_Minus,Days_Between_games,OfficialPlusMinus,Refs,InjuryStatus,OppPlusMinusPct,Site_Salary,CeilingPct,Consistency,Month_Count,Season_Count,Confirmed,FloorPct,Pro_Pct,PtPerDPct,ProjPlusMinusPct,Upside,FantasyResultId,SpreadPct,ProjPct,Season_PPG_Percentile,Salary_Movement,MyTrends|custom,ActualPoints,IsLocked,Month_X2,Month_X1,Month_X0,Season_X2,Season_X1,Season_X0,SourceId,PlayerId,EventTeamId,PositionId,EventId
77.23, Kristaps Porzingis,PF,NY,CHI,2H,6400,24.9,4.5,28.8,3.9,0.4,16.3,28.8,41.3,29.5,28.0,22.3,26.51,2.5,18.19,6,1,400,1600,194.5,98.3,96.3,-2.0,50,2.3,4.7,96,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,59,99,80,12,15,27,,84,78,79,77,97,982058,54,81,83,17,1,,False,46,20,33,55,22,22,3,12577,30008902,201,3000890
76.59, Marcin Gortat,C,WAS,CHR,  ,6600,25.77,4.9,32.1,6.8,-1.0,16.6,32.6,48.6,30.4,27.1,18.1,21.14,-2.6,16.86,5,0,700,100,206.0,102.3,103.8,1.5,72,-0.2,2.7,85,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,18,56,91,54,12,88,,84,67,90,92,72,982018,29,89,82,9,0,,False,58,41,0,34,38,27,3,12036,30008802,201,3000880
75.92, Blake Griffin,PF,LAC,@HOU,2A,9200,37.12,4.4,36.4,3.5,0.6,22.6,40.6,58.6,40.1,42.4,29.0,27.79,1.8,25.1,9,2,-500,-700,212.0,107.3,104.8,-2.5,90,1.5,2.5,82,1,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,65,51,97,65,16,81,,94,96,75,74,72,982067,66,97,98,87,2,,False,37,50,12,34,41,23,3,12226,30009001,201,3000900
75.77, Serge Ibaka,PF,OKC,LAL,  ,6400,24.9,4.5,33.0,3.7,0.6,14.3,28.6,42.9,26.0,29.1,17.5,17.69,-0.1,16.38,5,3,-500,-800,208.0,112.0,96.0,-16.0,97,-0.8,1.7,72,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,65,74,83,37,14,63,,80,67,79,76,69,981994,69,81,85,87,3,,False,21,42,35,33,33,33,3,12207,30008702,201,3000870
75.76, Kris Humphries,PF,WAS,CHR,  ,3600,12.68,4.9,25.9,5.1,1.0,2.5,17.8,33.1,10.1,16.5,15.6,15.91,-2.6,10.97,3,0,-400,-800,206.0,102.3,103.8,1.5,72,-0.2,0.7,55,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,78,79,61,27,10,60,,26,39,90,85,83,982032,29,46,47,84,0,,False,40,20,40,38,30,31,3,12659,30008802,201,3000880
75.08, Jeff Green,SF,MEM,IND,2H,4500,16.61,5.1,33.4,6.3,-1.3,10.4,22.9,35.4,20.1,20.0,17.8,20.8,2.9,10.78,2,1,200,-100,200.0,100.5,99.5,-1.0,63,-1.3,1.5,69,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,12,95,67,84,16,93,,68,22,93,91,41,982107,45,66,62,26,1,,False,25,68,6,25,48,25,3,12160,30009102,201,3000910
75.05, Steven Adams,C,OKC,LAL,  ,4000,14.43,4.7,26.1,4.2,2.5,4.5,18.6,32.7,16.7,19.7,10.6,10.78,-0.1,13.85,3,2,-100,-300,208.0,112.0,96.0,-16.0,97,-0.8,2.9,86,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,97,74,60,54,14,68,,36,39,86,79,64,982000,69,49,61,69,2,,False,28,42,28,32,38,29,3,12478,30008702,201,3000870
74.98, Jordan Clarkson,PG,LAL,@OKC,  ,5600,21.41,4.5,32.0,3.8,1.0,13.8,25.2,36.6,23.6,24.7,20.6,24.77,0.1,14.65,6,0,-400,-1200,208.0,96.0,112.0,16.0,36,-1.3,3.4,90,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,78,56,70,54,13,70,,79,78,79,77,83,981984,31,72,77,84,0,,False,15,46,38,38,38,22,3,12525,30008701,201,3000870
74.62, Jeremy Lin,PG,CHR,@WAS,  ,5100,19.23,4.6,29.4,4.0,1.3,12.6,23.2,33.8,20.9,21.9,21.6,24.34,2.6,16.17,4,1,400,300,206.0,103.8,102.3,-1.5,79,0.3,3.6,92,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,86,65,63,47,13,73,,74,54,83,78,84,982009,71,67,69,17,1,,False,46,30,23,39,36,23,3,12312,30008801,201,3000880
74.03, Cody Zeller,PF,CHR,@WAS,  ,4000,14.43,5.0,26.4,5.6,-1.0,4.2,20.0,35.8,18.0,18.9,15.2,14.56,2.6,14.88,3,1,,100,206.0,103.8,102.3,-1.5,79,0.3,2.2,79,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,18,96,69,54,12,59,,35,39,92,88,75,982013,71,55,57,50,1,,False,50,41,8,35,38,25,3,12452,30008801,201,3000880
72.58, James Harden,SG,HOU,LAC,  ,10700,43.66,4.3,35.7,1.8,0.9,30.7,45.5,60.3,47.8,46.1,32.6,33.61,-1.8,25.24,7,0,400,-100,212.0,104.8,107.3,2.5,83,-2.0,2.0,76,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,75,74,98,57,15,97,,98,86,71,60,72,982079,34,99,99,17,0,,False,40,53,6,34,39,26,3,12228,30009002,201,3000900
70.17, Trevor Ariza,SF,HOU,LAC,  ,5700,21.85,4.2,35.9,2.3,1.1,13.4,24.1,34.8,23.5,25.1,15.5,16.5,-1.8,11.41,5,0,-300,-100,212.0,104.8,107.3,2.5,83,-2.0,2.7,84,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,81,84,65,54,14,97,,78,67,67,64,84,982088,34,69,78,80,0,,False,35,28,35,39,38,22,3,12671,30009002,201,3000900
69.66, DeAndre Jordan,C,LAC,@HOU,2A,7400,29.26,4.3,35.1,2.3,2.1,10.6,31.6,52.6,34.4,36.2,13.0,12.18,1.8,19.56,6,2,-200,-300,212.0,107.3,104.8,-2.5,90,1.5,2.3,80,1,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,95,26,95,77,16,96,,68,78,71,64,58,982065,66,87,95,75,2,,False,37,37,25,30,45,23,3,12215,30009001,201,3000900
69.65, Ramon Sessions,PG,WAS,CHR,  ,4000,14.43,4.7,24.1,4.5,0.2,6.1,18.9,31.7,16.5,14.3,19.9,20.51,-2.6,16.97,2,0,100,-200,206.0,102.3,103.8,1.5,72,-0.2,0.0,47,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,53,74,57,75,15,74,,43,22,86,81,51,982023,29,50,39,32,0,,False,26,53,20,28,44,27,3,12180,30008802,201,3000880
69.6, Frank Kaminsky,PF,CHR,@WAS,  ,3900,13.99,4.9,26.7,5.2,-1.0,6.5,19.2,31.9,15.5,12.9,13.7,15.02,2.6,12.05,3,0,300,-600,206.0,103.8,102.3,-1.5,79,0.3,-0.1,46,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,18,74,58,18,13,23,,55,39,90,86,91,982005,71,51,33,21,0,,False,61,15,23,43,26,30,3,12067,30008801,201,3000880
69.2, Langston Galloway,SG,NY,CHI,2H,4000,14.43,4.5,26.9,3.6,0.8,5.5,18.0,30.5,14.7,21.1,15.3,15.71,2.5,12.78,4,0,-700,-500,194.5,98.3,96.3,-2.0,50,2.3,2.7,84,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,72,61,53,62,15,70,,40,54,79,75,86,982059,54,46,66,92,0,,False,26,40,33,40,40,20,3,12587,30008902,201,3000890
69.15, Jamal Crawford,SG,LAC,@HOU,2A,4000,14.43,4.3,22.1,2.6,1.4,5.9,17.0,28.1,17.0,20.5,21.9,24.15,1.8,12.16,5,3,-400,-1200,212.0,107.3,104.8,-2.5,90,1.5,1.8,74,1,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,87,96,46,43,15,78,,42,67,71,67,64,982073,66,43,64,84,3,,False,33,20,46,32,35,32,3,12514,30009001,201,3000900
68.71, Chris Paul,PG,LAC,@HOU,2A,8500,34.06,4.4,32.8,2.9,0.2,18.7,37.0,55.3,35.5,40.6,26.0,22.75,1.8,22.57,6,1,-400,-1300,212.0,107.3,104.8,-2.5,90,1.5,0.4,52,1,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,53,22,96,51,14,89,,89,78,75,69,69,982062,66,95,97,84,1,,False,35,35,28,33,37,29,3,12012,30009001,201,3000900
68.21, JJ Redick,SG,LAC,@HOU,2A,4500,16.61,4.2,29.4,2.3,1.4,7.2,18.9,30.6,19.3,21.6,20.5,19.15,1.8,16.77,6,2,-100,-500,212.0,107.3,104.8,-2.5,90,1.5,1.9,75,1,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,87,84,53,80,15,88,,58,78,67,64,61,982064,66,50,68,69,2,,False,33,53,13,31,46,21,3,12138,30009001,201,3000900
67.05, Paul George,SF,IND,@MEM,2A,9600,38.86,4.4,35.7,3.0,-1.5,28.1,41.9,55.7,40.8,36.4,30.4,30.66,-2.9,24.03,6,0,100,1100,200.0,99.5,100.5,1.0,57,-1.3,2.2,77,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,9,51,96,31,13,31,,97,78,75,70,75,982099,55,97,95,32,0,,False,38,30,30,35,32,32,3,12282,30009101,201,3000910
66.34, Marvin Williams,PF,CHR,@WAS,  ,5000,18.79,4.4,29.8,3.0,-1.0,9.5,21.8,34.1,22.4,20.6,13.0,14.76,2.6,14.73,3,1,0,800,206.0,103.8,102.3,-1.5,79,0.3,4.1,94,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,18,96,64,31,13,79,,66,39,75,70,92,982003,71,62,64,63,1,,False,38,38,23,44,32,22,3,12011,30008801,201,3000880
66.32, D'Angelo Russell,PG,LAL,@OKC,  ,5500,20.97,4.2,29.5,1.8,1.0,12.7,22.8,32.9,24.8,22.5,22.3,24.71,0.1,12.59,7,0,500,-200,208.0,96.0,112.0,16.0,36,-1.3,2.8,86,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,78,74,61,96,15,26,,74,86,67,60,25,981977,31,65,70,14,0,,False,33,53,13,19,61,19,3,12060,30008701,201,3000870
66.26, CJ Miles,SF,IND,@MEM,2A,5400,20.54,4.5,32.0,3.6,-1.5,12.8,24.1,35.4,25.1,22.1,20.0,20.62,-2.9,17.86,4,0,600,500,200.0,99.5,100.5,1.0,57,-1.3,3.8,93,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,9,74,67,43,13,73,,74,54,79,75,88,982090,55,69,69,12,0,,False,46,30,23,41,35,23,3,12028,30009101,201,3000910
65.39, Carmelo Anthony,SF,NY,CHI,2H,8700,34.93,4.1,34.4,0.8,0.8,20.9,35.7,50.5,34.1,37.2,29.2,30.51,2.5,20.09,8,1,-900,-700,194.5,98.3,96.3,-2.0,50,2.3,0.1,47,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,72,51,93,65,14,41,,92,92,62,50,61,982060,54,93,95,96,1,,False,35,35,28,31,41,26,3,12625,30008902,201,3000890
64.79, Arron Afflalo,SG,NY,CHI,2H,4800,17.92,4.3,32.3,2.8,0.8,9.3,20.7,32.1,21.7,18.5,18.3,20.22,2.5,14.35,1,0,200,200,194.5,98.3,96.3,-2.0,50,2.3,0.5,52,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,72,74,58,54,15,73,,65,6,71,69,44,982051,54,57,56,26,0,,False,46,33,20,26,38,35,3,12173,30008902,201,3000890
64.26, Tony Allen,SG,MEM,IND,2H,3500,12.25,4.4,22.1,3.3,0.6,4.7,15.5,26.3,12.6,18.4,15.4,16.04,2.9,9.98,2,0,-700,-1200,200.0,100.5,99.5,-1.0,63,-1.3,2.4,80,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",Questionable,65,65,40,75,12,75,,37,22,75,73,58,983466,45,36,55,92,0,,False,8,58,33,30,44,25,3,12665,30009102,201,3000910
61.22, Dwight Howard,C,HOU,LAC,  ,7500,29.7,4.2,32.7,1.6,-1.0,12.7,31.3,49.9,30.8,32.0,17.2,17.93,-1.8,18.65,6,0,-600,-1000,212.0,104.8,107.3,2.5,83,-2.0,-1.3,34,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,18,51,93,47,13,63,,74,78,67,58,44,982087,34,86,89,90,0,,False,23,38,38,26,36,36,3,12649,30009002,201,3000900
61.13, Otto Porter,SF,WAS,CHR,  ,5700,21.85,4.2,33.8,2.2,-0.7,12.8,24.0,35.2,22.3,17.0,16.1,17.35,-2.6,13.36,2,0,0,400,206.0,102.3,103.8,1.5,72,-0.2,1.5,67,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",Questionable,25,79,67,17,15,83,,74,22,67,63,91,982029,29,69,49,63,0,,False,33,26,40,43,25,31,3,12469,30008802,201,3000880
60.95, Clint Capela,PF,HOU,LAC,  ,5000,18.79,3.9,20.7,0.8,1.7,4.1,19.6,35.1,23.1,15.9,15.5,18.24,-1.8,21.83,7,0,700,600,212.0,104.8,107.3,2.5,83,-2.0,2.3,79,2,-0.3,"Josh Tiven, Matt Boland, Monty McCutchen",,91,95,66,65,14,48,,34,86,52,50,69,982086,34,53,46,9,0,,False,42,42,14,33,41,25,3,12572,30009002,201,3000900
60.92, Larry Nance Jr.,PF,LAL,@OKC,  ,3600,12.68,4.1,23.2,2.0,2.7,3.4,14.7,26.0,11.1,10.9,10.9,14.42,0.1,10.15,4,0,100,100,208.0,96.0,112.0,16.0,36,-1.3,-1.4,32,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,97,74,40,69,14,21,,30,54,62,62,51,981978,31,33,24,32,0,,False,35,28,35,28,42,28,3,12097,30008701,201,3000870
60.88, Robert Sacre,C,LAL,@OKC,  ,3500,12.25,4.5,21.8,3.5,-0.5,1.9,15.7,29.5,10.9,12.2,,14.87,0.1,,3,0,0,0,208.0,96.0,112.0,16.0,36,-1.3,-0.7,39,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,30,56,50,95,7,50,,23,39,79,74,28,981982,31,37,30,63,0,,False,0,100,0,20,58,22,3,12418,30008701,201,3000870
60.64, Kemba Walker,PG,CHR,@WAS,  ,8100,32.32,4.1,34.8,0.5,1.3,20.0,32.8,45.6,35.5,32.2,23.8,26.48,2.6,20.99,8,0,700,900,206.0,103.8,102.3,-1.5,79,0.3,1.1,61,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,86,19,87,57,13,61,,91,92,62,48,61,982010,71,89,89,9,0,,False,46,38,15,31,39,29,3,12327,30008801,201,3000880
59.74, Rodney Stuckey,SG,IND,@MEM,2A,4700,17.48,4.3,26.9,2.8,-0.9,6.8,20.3,33.8,20.3,21.0,20.5,22.04,-2.9,14.59,2,0,0,-100,200.0,99.5,100.5,1.0,57,-1.3,1.5,69,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,20,61,63,39,13,72,,56,22,71,69,58,982095,55,56,65,63,0,,False,38,30,30,30,34,34,3,12166,30009101,201,3000910
59.02, Zach Randolph,PF,MEM,IND,2H,6400,24.9,4.1,28.3,1.2,0.5,10.9,26.1,41.3,24.0,29.6,21.3,24.11,2.9,15.51,3,0,,-800,200.0,100.5,99.5,-1.0,63,-1.3,-0.4,42,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,62,47,80,89,11,79,,69,39,62,54,24,982116,45,75,85,50,0,,False,9,45,45,18,50,30,3,12600,30009102,201,3000910
58.24, Julius Randle,PF,LAL,@OKC,  ,6100,23.59,3.8,24.8,-0.4,2.7,9.1,23.2,37.3,28.6,26.8,21.6,25.82,0.1,15.45,10,0,600,1600,208.0,96.0,112.0,16.0,36,-1.3,4.7,96,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,97,74,72,39,15,26,,64,98,47,39,93,981985,31,67,81,12,0,,False,46,33,20,46,34,19,3,12553,30008701,201,3000870
58.24, Lavoy Allen,PF,IND,@MEM,2A,3500,12.25,4.4,20.6,3.2,-1.1,1.9,15.4,28.9,13.8,12.5,13.5,13.56,-2.9,10.47,1,0,-300,-700,200.0,99.5,100.5,1.0,57,-1.3,-1.3,34,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,16,74,48,47,13,58,,23,6,75,72,53,982100,55,36,32,80,0,,False,38,38,23,29,36,34,3,12357,30009101,201,3000910
58.13, Dion Waiters,SG,OKC,LAL,  ,4200,15.3,4.1,28.0,2.0,0.6,4.6,17.3,30.0,18.8,19.8,18.5,18.4,-0.1,10.89,1,1,-300,-800,208.0,112.0,96.0,-16.0,97,-0.8,2.2,79,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,65,65,51,80,14,79,,36,6,62,62,58,981998,69,44,61,80,1,,False,28,50,21,30,46,22,3,12372,30008702,201,3000870
57.81, Taj Gibson,PF,CHI,@NY,2A,4500,16.61,4.2,25.6,2.5,-0.1,5.2,19.1,33.0,18.7,19.5,14.8,16.06,-2.5,14.81,1,0,100,-400,194.5,96.3,98.3,2.0,37,-2.7,0.9,58,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,43,61,61,89,13,79,,39,6,67,66,30,982038,46,51,60,32,0,,False,30,46,23,21,50,27,3,12247,30008901,201,3000890
57.19, Matt Barnes,SF,MEM,IND,2H,4500,16.61,4.1,28.2,2.0,-1.3,7.2,18.6,30.0,23.4,19.9,16.1,16.51,2.9,12.6,3,1,1000,700,200.0,100.5,99.5,-1.0,63,-1.3,3.4,91,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,12,97,51,47,16,93,,58,39,62,62,83,982117,45,49,62,5,1,,False,68,12,18,38,36,24,3,12619,30009102,201,3000910
57.15, George Hill,PG,IND,@MEM,2A,5700,21.85,4.1,32.7,1.5,-0.2,12.7,23.3,33.9,21.1,27.5,16.1,17.02,-2.9,12.33,3,0,,-800,200.0,99.5,100.5,1.0,57,-1.3,3.6,92,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,40,47,63,80,12,64,,74,39,62,57,72,982096,55,67,82,50,0,,False,16,50,33,34,46,18,3,12209,30009101,201,3000910
56.83, Nick Young,SG,LAL,@OKC,  ,3500,12.25,4.1,20.5,2.0,0.6,2.9,14.2,25.5,11.3,15.2,17.6,23.18,0.1,13.16,2,0,0,-400,208.0,96.0,112.0,16.0,36,-1.3,-0.4,42,2,0.1,"Derrick Collins, Tre Maddox, Zach Zarba",,65,74,39,72,11,48,,28,22,62,62,41,981980,31,31,43,63,0,,False,27,45,27,25,43,31,3,12167,30008701,201,3000870
56.79, Jimmy Butler,SG,CHI,@NY,2A,8300,33.19,4.0,35.5,-0.4,1.1,20.2,32.8,45.4,38.0,35.7,23.1,23.77,-2.5,21.15,8,0,300,800,194.5,96.3,98.3,2.0,37,-2.7,1.5,69,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,81,19,87,54,13,76,,91,92,57,39,83,982040,46,89,94,21,0,,False,30,53,15,38,38,23,3,12346,30008901,201,3000890
56.39, Doug McDermott,SF,CHI,@NY,2A,3600,12.68,4.2,24.6,2.4,-0.5,4.0,15.1,26.2,12.5,11.1,16.2,20.75,-2.5,11.17,2,0,-100,-600,194.5,96.3,98.3,2.0,37,-2.7,-1.3,33,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,30,79,40,39,12,35,,34,22,67,65,61,982043,46,35,25,69,0,,False,50,25,25,31,34,34,3,12541,30008901,201,3000890
53.2, Spencer Hawes,C,CHR,@WAS,  ,3800,13.55,4.1,19.2,1.9,-0.6,3.7,15.4,27.1,13.7,13.0,16.7,17.31,2.6,12.52,2,0,100,300,206.0,103.8,102.3,-1.5,79,0.3,0.3,49,2,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,27,74,44,43,12,78,,32,22,62,61,91,982006,71,36,34,32,0,,False,33,41,25,43,35,20,3,12164,30008801,201,3000880
52.34, Jared Dudley,SF,WAS,CHR,  ,3600,12.68,3.9,26.8,1.5,-0.7,3.3,14.2,25.1,16.0,16.4,11.5,11.31,-2.6,10.91,4,0,-100,-400,206.0,102.3,103.8,1.5,72,-0.2,1.1,63,3,-0.2,"Bill Kennedy, Dan Crawford, J.T. Orr",,25,91,38,43,15,73,,30,54,52,57,83,982022,29,31,47,69,0,,False,53,40,6,38,35,26,3,12170,30008802,201,3000880
51.23, Courtney Lee,SG,MEM,IND,2H,4200,15.3,3.7,30.8,0.2,0.6,4.1,15.5,26.9,17.5,17.0,15.6,16.23,2.9,11.63,5,1,300,400,200.0,100.5,99.5,-1.0,63,-1.3,3.0,88,1,-0.2,"Mike Callahan, Rodney Mott, Scott Twardoski",,65,89,43,54,16,91,,34,67,43,45,93,982110,45,36,49,21,1,,False,62,18,18,46,38,15,3,12205,30009102,201,3000910
51.02, Nikola Mirotic,SF,CHI,@NY,2A,5300,20.1,4.0,24.2,1.2,-0.5,9.0,21.3,33.6,21.4,19.5,21.1,22.93,-2.5,14.89,1,0,-100,-200,194.5,96.3,98.3,2.0,37,-2.7,-0.1,46,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,30,47,62,24,13,88,,64,6,57,54,53,982039,46,60,60,69,0,,False,23,46,30,29,29,40,3,12340,30008901,201,3000890
50.33, Derrick Rose,PG,CHI,@NY,2A,6400,24.9,3.6,28.5,-1.6,2.0,9.5,23.3,37.1,26.4,28.9,24.9,28.7,-2.5,10.34,7,0,,-1700,194.5,96.3,98.3,2.0,37,-2.7,1.3,66,1,0.0,"Aaron Smith, Ken Mauer, Michael Smith",,94,51,71,72,12,67,,66,86,38,29,44,982037,46,67,85,50,0,,False,16,58,25,26,43,29,3,12187,30008901,201,3000890
